model,model_label,persona,domain,construction,raw_composite_projection,within_model_percentile,pc1,pc2,pc3
llama,Llama-3.3-70B,demon,Conscientiousness,human_anchored_strict,0.43904592075123905,26.727272727272727,-1.8178402353948928,1.160139863308886,0.7496164371258788
llama,Llama-3.3-70B,designer,Conscientiousness,human_anchored_strict,0.5124528976565821,71.0909090909091,0.6703345353550235,-0.8732564460516121,0.17205876848702767
llama,Llama-3.3-70B,destroyer,Conscientiousness,human_anchored_strict,0.48280079022357686,48.18181818181818,-0.16072375579762482,-0.23876606641306883,-0.0474779479087725
llama,Llama-3.3-70B,detective,Conscientiousness,human_anchored_strict,0.5226078797256917,81.27272727272727,0.47555710584454874,-0.7797204897229102,0.3778696061604565
llama,Llama-3.3-70B,devils_advocate,Conscientiousness,human_anchored_strict,0.4727232603316221,41.27272727272727,0.3016567641942839,-0.19154767201115652,-0.0013338525617213124
llama,Llama-3.3-70B,dilettante,Conscientiousness,human_anchored_strict,0.4062462846447758,19.454545454545453,0.2055711747454141,0.5263495999481759,-0.12029125537079809
llama,Llama-3.3-70B,dispatcher,Conscientiousness,human_anchored_strict,0.5021731633652841,59.09090909090909,0.8918088288998806,-0.7246244377056255,0.3729101387009453
llama,Llama-3.3-70B,divorcee,Conscientiousness,human_anchored_strict,0.3661986841208106,11.818181818181818,1.1851802114497347,0.8088072216093102,-1.2227149698371715
llama,Llama-3.3-70B,doctor,Conscientiousness,human_anchored_strict,0.5257206178902167,85.27272727272727,0.8568078945428572,-0.7918841442305651,0.19918446598403547
llama,Llama-3.3-70B,dreamer,Conscientiousness,human_anchored_strict,0.4740873443766712,42.0,-2.1631828519258613,0.013564266296878806,-0.052843625601372825
llama,Llama-3.3-70B,echo,Conscientiousness,human_anchored_strict,0.4931506783645535,53.63636363636363,-2.7159556711023907,0.08191277789707237,0.400896731699221
llama,Llama-3.3-70B,economist,Conscientiousness,human_anchored_strict,0.5320519328529798,89.63636363636364,0.6962632475231036,-0.9136521376401927,0.613981928292049
llama,Llama-3.3-70B,ecosystem,Conscientiousness,human_anchored_strict,0.5205380978575151,80.18181818181819,-0.6012387541513743,-0.9762042097133056,0.14388888690782292
llama,Llama-3.3-70B,editor,Conscientiousness,human_anchored_strict,0.520223308983556,79.45454545454545,0.6662206211197597,-0.7902348406286194,0.206870551352128
llama,Llama-3.3-70B,egregore,Conscientiousness,human_anchored_strict,0.5234429806547194,82.36363636363636,-1.5777065634267398,-0.753305323479027,0.16413997294035546
llama,Llama-3.3-70B,elder,Conscientiousness,human_anchored_strict,0.4505403328075386,30.0,-0.29563284856690814,0.45290029859668013,-1.0669334748868766
llama,Llama-3.3-70B,eldritch,Conscientiousness,human_anchored_strict,0.4753997083307626,42.72727272727273,-3.754777367858684,0.3226579338340599,1.3853325039052546
llama,Llama-3.3-70B,emissary,Conscientiousness,human_anchored_strict,0.5342899941112693,90.72727272727273,0.24900263081149096,-1.1702840573275313,-0.12015830997772937
llama,Llama-3.3-70B,empath,Conscientiousness,human_anchored_strict,0.4734214731390485,41.63636363636363,-0.6520994978306258,-0.3457516723834723,-0.8884118651389321
llama,Llama-3.3-70B,engineer,Conscientiousness,human_anchored_strict,0.5310195715622351,88.54545454545455,0.7937398797822002,-0.9794796357254003,0.6782170161302471
llama,Llama-3.3-70B,entrepreneur,Conscientiousness,human_anchored_strict,0.4895467636057161,52.18181818181818,0.9301214635501478,-0.5769720283699568,-0.13379632445930403
llama,Llama-3.3-70B,evaluator,Conscientiousness,human_anchored_strict,0.5493488994198473,98.0,0.7868026654589267,-1.2172644941024255,0.5859499481484088
llama,Llama-3.3-70B,evangelist,Conscientiousness,human_anchored_strict,0.4456171932308951,28.90909090909091,0.013079770709236814,0.060397122013335525,-1.0287762462022843
llama,Llama-3.3-70B,examiner,Conscientiousness,human_anchored_strict,0.5486189152653598,97.27272727272727,0.728778813591804,-1.1144592354450524,0.7389407943380635
llama,Llama-3.3-70B,exile,Conscientiousness,human_anchored_strict,0.4336244191381213,25.636363636363637,-0.9743968116247738,0.9268672988801776,-0.6663522729086697
llama,Llama-3.3-70B,expatriate,Conscientiousness,human_anchored_strict,0.46025011491589873,33.63636363636363,0.8540836479114822,-0.1434566098756893,-0.46978505131325526
llama,Llama-3.3-70B,facilitator,Conscientiousness,human_anchored_strict,0.5100668207428317,67.0909090909091,0.7906281395891699,-0.9175785195222522,-0.02368292724320522
llama,Llama-3.3-70B,familiar,Conscientiousness,human_anchored_strict,0.5169536192249355,76.54545454545455,-2.0274164681214737,-0.3444299227176689,0.41424741320873937
llama,Llama-3.3-70B,fixer,Conscientiousness,human_anchored_strict,0.44866291297837874,29.272727272727273,0.22487055643678888,0.45839434459292555,0.1367340104354834
llama,Llama-3.3-70B,flaneur,Conscientiousness,human_anchored_strict,0.46745883180861986,38.72727272727273,-1.1551963498771842,0.21213708657520616,-0.4428097136057225
llama,Llama-3.3-70B,fool,Conscientiousness,human_anchored_strict,0.13228460345515486,0.9090909090909091,1.2012117798161361,3.5006876777320346,0.9569458182973075
llama,Llama-3.3-70B,forecaster,Conscientiousness,human_anchored_strict,0.5391077380842578,94.0,0.5982630839642225,-1.113440442565365,0.5264294661897578
llama,Llama-3.3-70B,futurist,Conscientiousness,human_anchored_strict,0.5338359079026114,90.36363636363636,0.36706160865695664,-1.0726462087138315,0.38171695272324485
llama,Llama-3.3-70B,gamer,Conscientiousness,human_anchored_strict,0.4008609896479185,18.363636363636363,0.4685716001417446,0.5157532944815365,0.36850554573042055
llama,Llama-3.3-70B,generalist,Conscientiousness,human_anchored_strict,0.5355819420419855,92.18181818181819,0.4084629858365538,-1.0034600425834317,0.3766314808826843
llama,Llama-3.3-70B,genie,Conscientiousness,human_anchored_strict,0.45596020179574326,31.818181818181817,-1.9742435210582319,0.7460396898617929,0.7414924243944703
llama,Llama-3.3-70B,geographer,Conscientiousness,human_anchored_strict,0.5140811722913795,73.63636363636364,0.4543053391743094,-0.8843410848358151,0.23363289964561348
llama,Llama-3.3-70B,ghost,Conscientiousness,human_anchored_strict,0.49048351096359105,52.54545454545455,-2.714303441007963,0.24348548590099256,0.21214359575030142
llama,Llama-3.3-70B,golem,Conscientiousness,human_anchored_strict,0.47974314836482845,44.90909090909091,-2.4342637151913395,0.35860002881212927,0.7135073079796697
llama,Llama-3.3-70B,gossip,Conscientiousness,human_anchored_strict,0.2664751982214163,4.181818181818182,1.3050734325468065,2.1571721011093508,-0.2815067875149345
llama,Llama-3.3-70B,grader,Conscientiousness,human_anchored_strict,0.5299498163266958,88.18181818181819,0.8294972255214369,-0.8369460869071108,0.579848895645005
llama,Llama-3.3-70B,graduate,Conscientiousness,human_anchored_strict,0.4028713272142966,18.727272727272727,1.2543848551607433,0.28833228350606693,-0.5547133030191983
llama,Llama-3.3-70B,grandparent,Conscientiousness,human_anchored_strict,0.3353703318000092,8.909090909090908,0.8971125470393315,1.6564190138051893,-1.1026619540415135
llama,Llama-3.3-70B,guardian,Conscientiousness,human_anchored_strict,0.5099213484420724,66.72727272727273,0.19703203531564334,-0.6375316642131985,-0.25121647270753505
llama,Llama-3.3-70B,guide,Conscientiousness,human_anchored_strict,0.5139039786985754,73.27272727272727,0.4515405280589149,-0.7301358965840786,-0.033918038605378883
llama,Llama-3.3-70B,guru,Conscientiousness,human_anchored_strict,0.499270879291057,56.90909090909091,-1.6727869168699594,-0.2760678341479019,-0.8139350126756839
llama,Llama-3.3-70B,hacker,Conscientiousness,human_anchored_strict,0.45343211759469987,31.09090909090909,0.4118042092136099,0.3063287862143571,0.29259466129945844
llama,Llama-3.3-70B,healer,Conscientiousness,human_anchored_strict,0.5117663375255976,69.63636363636364,-0.2607755906735726,-0.8102843994461634,-0.7451787889854704
llama,Llama-3.3-70B,hedonist,Conscientiousness,human_anchored_strict,0.3997938427075908,17.636363636363637,-0.42707910731034837,0.8107831150720074,-0.3799658370507837
llama,Llama-3.3-70B,hermit,Conscientiousness,human_anchored_strict,0.4503917913813337,29.636363636363637,-2.1849518594413593,0.7072980015174946,-0.7964315865588997
llama,Llama-3.3-70B,historian,Conscientiousness,human_anchored_strict,0.5277690171964051,86.0,0.08916698038044321,-0.7263363312781783,0.20391912094913672
llama,Llama-3.3-70B,hive,Conscientiousness,human_anchored_strict,0.5366934712306213,92.54545454545455,-0.8601345427596212,-0.9433784452092737,0.8259997580895091
llama,Llama-3.3-70B,hoarder,Conscientiousness,human_anchored_strict,0.2947371017344807,5.636363636363637,0.9196873904196774,2.220413934512951,0.5923241505273067
llama,Llama-3.3-70B,homunculus,Conscientiousness,human_anchored_strict,0.5007070032357936,58.36363636363637,-2.103706349473587,-0.04576459538301194,0.42367279029621585
llama,Llama-3.3-70B,hybrid,Conscientiousness,human_anchored_strict,0.5061837933508208,62.36363636363637,-0.3620823889763209,-0.6504503232169733,-0.40971840560951106
llama,Llama-3.3-70B,idealist,Conscientiousness,human_anchored_strict,0.46293273350121783,35.09090909090909,-0.31173805265108406,-0.29660540165595856,-1.255304944790559
llama,Llama-3.3-70B,immigrant,Conscientiousness,human_anchored_strict,0.4354490036261411,26.0,0.5420323063452629,0.14671926262200466,-0.9626159094727901
llama,Llama-3.3-70B,improviser,Conscientiousness,human_anchored_strict,0.29876926651776065,6.363636363636363,0.6777081587329564,1.5038448878150823,-0.6024134746569685
llama,Llama-3.3-70B,infant,Conscientiousness,human_anchored_strict,0.13119032264048858,0.5454545454545454,1.2103539608077116,3.980472439408199,4.310784521962024
llama,Llama-3.3-70B,influencer,Conscientiousness,human_anchored_strict,0.40054548015184704,18.0,1.2057870123907861,0.2934647282109348,-0.5904231377665612
llama,Llama-3.3-70B,instructor,Conscientiousness,human_anchored_strict,0.5318382335789065,89.27272727272727,0.9178372907498185,-0.9079957134138655,0.4470573666549267
llama,Llama-3.3-70B,interpreter,Conscientiousness,human_anchored_strict,0.5282540950125416,86.72727272727273,0.35908443758450137,-1.0223631686374066,0.09258670668060079
llama,Llama-3.3-70B,interviewer,Conscientiousness,human_anchored_strict,0.43097766846116686,24.545454545454547,0.8951785914918509,-0.06780466246836618,0.1446691091726252
llama,Llama-3.3-70B,jester,Conscientiousness,human_anchored_strict,0.36316604004674624,11.454545454545455,-0.48222728941943904,2.010214305192701,0.7014642255279904
llama,Llama-3.3-70B,journalist,Conscientiousness,human_anchored_strict,0.5082540061230163,64.54545454545455,0.7604009366256901,-0.5978538056345937,0.06780342288513569
llama,Llama-3.3-70B,judge,Conscientiousness,human_anchored_strict,0.5409787801306826,94.72727272727273,0.2628727191388767,-0.8585986159738709,0.27355827633470053
llama,Llama-3.3-70B,lawyer,Conscientiousness,human_anchored_strict,0.5337741932526244,90.0,0.7183222664394044,-0.8182821049996277,0.4385639279910072
llama,Llama-3.3-70B,leviathan,Conscientiousness,human_anchored_strict,0.46346887458923997,35.45454545454545,-3.200904376950058,0.822629482556331,1.0536399841451458
llama,Llama-3.3-70B,librarian,Conscientiousness,human_anchored_strict,0.5220065637722475,80.9090909090909,0.632296143509633,-0.7188366462597388,0.37213016110392294
llama,Llama-3.3-70B,linguist,Conscientiousness,human_anchored_strict,0.5143717969968804,74.0,0.4762683404362511,-0.7462273750871651,0.4783070000886271
llama,Llama-3.3-70B,loner,Conscientiousness,human_anchored_strict,0.386606318247089,15.090909090909092,0.13185415702797357,0.7866358583944236,-0.41755671724063326
llama,Llama-3.3-70B,luddite,Conscientiousness,human_anchored_strict,0.32342438064866885,7.818181818181818,-0.11008211745439674,2.1478104819230444,-0.6759814236437932
llama,Llama-3.3-70B,marketer,Conscientiousness,human_anchored_strict,0.5115086552462892,69.27272727272727,0.9394540348497288,-0.7874048297750947,0.283380564673013
llama,Llama-3.3-70B,martyr,Conscientiousness,human_anchored_strict,0.4542366412787573,31.454545454545453,-1.110597466357635,0.4398182204336563,-1.0593103990796517
llama,Llama-3.3-70B,mathematician,Conscientiousness,human_anchored_strict,0.5211092276913719,80.54545454545455,0.22978510423357834,-0.6777488366632428,0.744311457398613
llama,Llama-3.3-70B,maverick,Conscientiousness,human_anchored_strict,0.3984562575887599,16.90909090909091,0.17332629395041937,0.6628991492396074,-0.6686818726973685
llama,Llama-3.3-70B,mechanic,Conscientiousness,human_anchored_strict,0.36764955023492774,12.181818181818182,1.2485024951834105,0.8604850402635824,-0.18404876498363057
llama,Llama-3.3-70B,mediator,Conscientiousness,human_anchored_strict,0.5176004902421074,77.27272727272727,0.6825061064994177,-0.9949020905910798,-0.051816744521491084
llama,Llama-3.3-70B,mentor,Conscientiousness,human_anchored_strict,0.5203522382248608,79.81818181818181,0.8087782562824709,-0.8783038309474736,-0.01602416514834427
llama,Llama-3.3-70B,merchant,Conscientiousness,human_anchored_strict,0.49075045705075343,52.90909090909091,0.39140156801083525,-0.3775837807139328,-0.05381033204742206
llama,Llama-3.3-70B,minimalist,Conscientiousness,human_anchored_strict,0.41396501523622625,21.272727272727273,0.2113946507528755,0.13000664962311667,-1.1043392235329983
llama,Llama-3.3-70B,moderator,Conscientiousness,human_anchored_strict,0.5034622018335405,59.81818181818182,0.8084458242615481,-0.8402810815120768,0.06864573375846574
llama,Llama-3.3-70B,musician,Conscientiousness,human_anchored_strict,0.420435824679941,22.727272727272727,-0.44385457167474385,0.27676362497712725,-0.651546478106461
llama,Llama-3.3-70B,mycorrhizal,Conscientiousness,human_anchored_strict,0.488128908364183,50.36363636363637,-1.6735600241882647,-0.3222958749749589,0.42477477763890475
llama,Llama-3.3-70B,mystic,Conscientiousness,human_anchored_strict,0.4868595453108142,50.0,-2.7115588202227214,-0.24767387358397625,-0.8890930478659164
llama,Llama-3.3-70B,narcissist,Conscientiousness,human_anchored_strict,0.3336848234047083,8.181818181818182,0.19779526692183377,1.5675225602768896,-0.006049141803726691
llama,Llama-3.3-70B,narrator,Conscientiousness,human_anchored_strict,0.48393976115826726,48.90909090909091,-1.4467251289781846,0.20210749682591048,-0.4066039752112939
llama,Llama-3.3-70B,naturalist,Conscientiousness,human_anchored_strict,0.49990837180976866,57.27272727272727,-0.34992986292712436,-0.5554020606096821,-0.09597103149094016
llama,Llama-3.3-70B,navigator,Conscientiousness,human_anchored_strict,0.5096267964419996,66.0,0.4192133124341518,-0.7110618354962697,0.1631385103644232
llama,Llama-3.3-70B,negotiator,Conscientiousness,human_anchored_strict,0.5262744940216049,85.63636363636364,0.7011329507603983,-1.0781285368743903,0.07687249279606112
llama,Llama-3.3-70B,networker,Conscientiousness,human_anchored_strict,0.48907098040437247,51.09090909090909,0.8446085813687236,-0.6631298084088072,-0.19694643613362003
llama,Llama-3.3-70B,newlywed,Conscientiousness,human_anchored_strict,0.37056263370996123,12.909090909090908,1.3518670978407599,0.5433456981622415,-0.9046260011366519
llama,Llama-3.3-70B,nomad,Conscientiousness,human_anchored_strict,0.43044303649519,23.818181818181817,-0.4051205908333482,0.46145101254598425,-0.8363762608021061
llama,Llama-3.3-70B,novelist,Conscientiousness,human_anchored_strict,0.4973516178403046,56.54545454545455,-0.63844649556179,-0.22492622937663662,-0.4021957225605611
llama,Llama-3.3-70B,nutritionist,Conscientiousness,human_anchored_strict,0.504942134013727,61.63636363636363,0.893472056888363,-0.6026521756256374,0.19474776891378592
llama,Llama-3.3-70B,observer,Conscientiousness,human_anchored_strict,0.5296375961410913,87.45454545454545,0.39858787073192675,-0.9583995220635996,0.4018253280689758
llama,Llama-3.3-70B,optimist,Conscientiousness,human_anchored_strict,0.4185945402409223,22.0,0.6433401647130208,-0.12162182511671574,-1.0052641068225716
llama,Llama-3.3-70B,oracle,Conscientiousness,human_anchored_strict,0.4940496318490067,54.36363636363637,-2.8220394895837515,-0.014943620999775833,0.19839472044826606
llama,Llama-3.3-70B,organizer,Conscientiousness,human_anchored_strict,0.5318123306215483,88.9090909090909,0.898141299333211,-1.0343365480957547,0.5123057373604795
llama,Llama-3.3-70B,orphan,Conscientiousness,human_anchored_strict,0.3402538365492721,9.272727272727273,1.0994778912596195,1.1971006951688783,-1.2768844792410907
llama,Llama-3.3-70B,pacifist,Conscientiousness,human_anchored_strict,0.48161817219359926,46.72727272727273,-0.13978690218196815,-0.6627667874742174,-1.1324525571887607
llama,Llama-3.3-70B,paramedic,Conscientiousness,human_anchored_strict,0.46576994894078017,37.27272727272727,1.0467247832128133,-0.23956599387688565,-0.09675139710958179
llama,Llama-3.3-70B,parasite,Conscientiousness,human_anchored_strict,0.4612463218606334,34.36363636363637,-0.6109770008945213,0.25249554258204343,0.7242118622128358
llama,Llama-3.3-70B,parent,Conscientiousness,human_anchored_strict,0.39407186078182876,16.181818181818183,1.3168926235370828,0.543355423901119,-0.7534804839813252
llama,Llama-3.3-70B,patient,Conscientiousness,human_anchored_strict,0.36996183387317394,12.545454545454545,1.3418099723184935,0.805765337598589,-0.6817266204925895
llama,Llama-3.3-70B,peacekeeper,Conscientiousness,human_anchored_strict,0.5182063344624762,78.0,0.46875546040599564,-1.0702005726190837,-0.32204557928142974
llama,Llama-3.3-70B,perfectionist,Conscientiousness,human_anchored_strict,0.5109305585720485,67.81818181818181,0.23942874475953188,-0.6094440268533563,0.1895899719689679
llama,Llama-3.3-70B,pharmacist,Conscientiousness,human_anchored_strict,0.5114470705318355,68.9090909090909,0.9047573354903772,-0.645520782400307,0.2762494875312175
llama,Llama-3.3-70B,philosopher,Conscientiousness,human_anchored_strict,0.5349063246902733,91.45454545454545,-0.8182147202329437,-0.9689170673982378,-0.18940349153192498
llama,Llama-3.3-70B,photographer,Conscientiousness,human_anchored_strict,0.45221829960125237,30.363636363636363,-0.21450544390058202,0.05303851095625569,-0.5933284365751932
llama,Llama-3.3-70B,physicist,Conscientiousness,human_anchored_strict,0.5119084202564455,70.0,0.10862470660458556,-0.7199254132248913,0.6366558575295674
llama,Llama-3.3-70B,pilgrim,Conscientiousness,human_anchored_strict,0.47173239444019155,40.90909090909091,-2.4473115830438217,0.09012802642383395,-1.2996914016408345
llama,Llama-3.3-70B,pilot,Conscientiousness,human_anchored_strict,0.4801260919000273,45.27272727272727,0.8643321118624787,-0.3263791708208492,0.1920633332469468
llama,Llama-3.3-70B,pirate,Conscientiousness,human_anchored_strict,0.30039366159211234,6.7272727272727275,0.27910857549470836,2.536766412643802,0.3523458721176361
llama,Llama-3.3-70B,planner,Conscientiousness,human_anchored_strict,0.5354997203075976,91.81818181818181,0.9607536060347787,-1.0895931536102597,0.5491905316842498
llama,Llama-3.3-70B,playwright,Conscientiousness,human_anchored_strict,0.47798150096807457,43.81818181818182,-0.0830970339517484,-0.08978148797253606,-0.3311848459763614
llama,Llama-3.3-70B,podcaster,Conscientiousness,human_anchored_strict,0.4433769137067295,27.818181818181817,0.5867872962666056,-0.016548965323587343,-0.8109577021038014
llama,Llama-3.3-70B,poet,Conscientiousness,human_anchored_strict,0.4452821614979091,28.545454545454547,-2.567663671107874,0.6377312279843022,-0.06727304057265895
llama,Llama-3.3-70B,polymath,Conscientiousness,human_anchored_strict,0.5523781505841461,98.72727272727273,0.17844172177857126,-1.1054592149384759,0.5011911122669218
llama,Llama-3.3-70B,pragmatist,Conscientiousness,human_anchored_strict,0.4704155288775923,39.81818181818182,1.0867298541553216,-0.4242846411590287,0.14395842424180397
llama,Llama-3.3-70B,predator,Conscientiousness,human_anchored_strict,0.46432145489128457,35.81818181818182,-0.7663129198079508,0.4884708351910591,0.8804052264871715
llama,Llama-3.3-70B,presenter,Conscientiousness,human_anchored_strict,0.4955034722422987,55.09090909090909,0.8505968361519226,-0.5475923351759248,0.04547071710502355
llama,Llama-3.3-70B,prey,Conscientiousness,human_anchored_strict,0.3714476792449283,13.272727272727273,0.2309211371748407,1.4482476685946666,0.9526881762082842
llama,Llama-3.3-70B,prisoner,Conscientiousness,human_anchored_strict,0.26145095283989706,3.4545454545454546,1.244237245357407,2.3929249888348965,-1.0389597514407856
llama,Llama-3.3-70B,procrastinator,Conscientiousness,human_anchored_strict,0.15007790735038523,2.0,1.8995572365475073,2.7453678303054523,0.7022733329704899
llama,Llama-3.3-70B,prodigy,Conscientiousness,human_anchored_strict,0.5375223346675845,93.27272727272727,0.19109005448482116,-0.9621624206200845,0.3704435958800141
llama,Llama-3.3-70B,producer,Conscientiousness,human_anchored_strict,0.5037521205351824,60.18181818181818,0.8850411182852492,-0.7458913065055625,0.0740363764863648
llama,Llama-3.3-70B,programmer,Conscientiousness,human_anchored_strict,0.5008655841479215,58.72727272727273,0.7890852672838637,-0.6384174686749732,0.4507470503901041
llama,Llama-3.3-70B,proofreader,Conscientiousness,human_anchored_strict,0.5044670381593495,60.90909090909091,0.7018669854296501,-0.610341645259473,0.4256021160015181
llama,Llama-3.3-70B,prophet,Conscientiousness,human_anchored_strict,0.4892517311759601,51.45454545454545,-2.568229959490011,0.16421208685712338,-0.3733624792290326
llama,Llama-3.3-70B,provincial,Conscientiousness,human_anchored_strict,0.27912378123029846,4.909090909090909,0.9157256799395505,2.3472043169013044,-0.7818103195318473
llama,Llama-3.3-70B,provocateur,Conscientiousness,human_anchored_strict,0.37882276893584405,14.363636363636363,-0.2636962889637544,1.325807322707422,-0.4968301343829244
llama,Llama-3.3-70B,psychologist,Conscientiousness,human_anchored_strict,0.5371128867847058,92.9090909090909,0.7629336774137363,-0.9982989401734625,0.44202145839300366
llama,Llama-3.3-70B,publisher,Conscientiousness,human_anchored_strict,0.5157455186942198,75.0909090909091,0.7864868143311108,-0.7816166460295789,0.09080576003402416
llama,Llama-3.3-70B,purist,Conscientiousness,human_anchored_strict,0.46558755057178186,36.90909090909091,-0.7562147015496778,0.16051699869069377,-0.4171948613986477
llama,Llama-3.3-70B,realist,Conscientiousness,human_anchored_strict,0.4802509900096198,45.63636363636363,0.8125115659997646,-0.3351656312468029,0.0998979197388455
llama,Llama-3.3-70B,rebel,Conscientiousness,human_anchored_strict,0.35321954767979213,10.727272727272727,0.09771756194937947,1.26634871379377,-1.116991339270689
llama,Llama-3.3-70B,recruiter,Conscientiousness,human_anchored_strict,0.5080475692358519,63.81818181818182,0.9847410750470112,-0.7560903672989473,0.1296276353747514
llama,Llama-3.3-70B,refugee,Conscientiousness,human_anchored_strict,0.4092061398636461,20.545454545454547,0.6944253467579404,0.5811429708939898,-1.066230849878369
llama,Llama-3.3-70B,reporter,Conscientiousness,human_anchored_strict,0.49587066727278284,55.45454545454545,0.7868958389724171,-0.4901184407785902,-0.1412502788761355
llama,Llama-3.3-70B,researcher,Conscientiousness,human_anchored_strict,0.5502199264717389,98.36363636363636,0.7666524559959003,-1.0896065878886216,0.619986820694187
llama,Llama-3.3-70B,retiree,Conscientiousness,human_anchored_strict,0.3943649287251685,16.545454545454547,0.8995617444613638,0.639587900195922,-1.0598463884123273
llama,Llama-3.3-70B,revenant,Conscientiousness,human_anchored_strict,0.47526227847291685,42.36363636363637,-2.268770914554564,0.587698083035648,0.21983462382448687
llama,Llama-3.3-70B,reviewer,Conscientiousness,human_anchored_strict,0.5486907831801232,97.63636363636364,0.7584117624838035,-1.1463875557469758,0.5718922872632238
llama,Llama-3.3-70B,revolutionary,Conscientiousness,human_anchored_strict,0.4305497456476516,24.181818181818183,-0.23445591649195918,0.4673052601596387,-1.1199438606368928
llama,Llama-3.3-70B,robot,Conscientiousness,human_anchored_strict,0.5344359829182507,91.0909090909091,0.36286268327957105,-0.6985602336426748,1.6515165830688647
llama,Llama-3.3-70B,rogue,Conscientiousness,human_anchored_strict,0.3909559453111011,15.454545454545455,-0.2290635379816996,1.4424996146071576,0.18685458424555304
llama,Llama-3.3-70B,romantic,Conscientiousness,human_anchored_strict,0.43929555339455045,27.09090909090909,-1.388264567934153,0.3197559254335276,-1.3834991382739488
llama,Llama-3.3-70B,saboteur,Conscientiousness,human_anchored_strict,0.4814690021832951,46.36363636363637,0.05779251160123642,0.15053744484177148,0.5570384126686345
llama,Llama-3.3-70B,sage,Conscientiousness,human_anchored_strict,0.518317115278243,78.36363636363636,-1.811307363568966,-0.5055546529542384,-0.7349637776935919
llama,Llama-3.3-70B,scheduler,Conscientiousness,human_anchored_strict,0.5120383228318282,70.36363636363636,0.9089764645826296,-0.847751022617946,0.4268125113365673
llama,Llama-3.3-70B,scholar,Conscientiousness,human_anchored_strict,0.5585013629834761,99.81818181818181,0.026057791359788304,-1.0653362166271376,0.39483223969232484
llama,Llama-3.3-70B,scientist,Conscientiousness,human_anchored_strict,0.5437683687369231,96.18181818181819,0.6818080555544334,-0.9747479050827147,0.7190264683569566
llama,Llama-3.3-70B,scout,Conscientiousness,human_anchored_strict,0.4966828920585996,56.18181818181818,0.45156112467536236,-0.45597247736900676,0.1505382203798488
llama,Llama-3.3-70B,screener,Conscientiousness,human_anchored_strict,0.5253378985619949,84.54545454545455,0.9234265947566084,-0.8698261492207393,0.5753129943766925
llama,Llama-3.3-70B,secretary,Conscientiousness,human_anchored_strict,0.5041185688671972,60.54545454545455,1.016218953117307,-0.7021807948441178,0.38807589131463915
llama,Llama-3.3-70B,shaman,Conscientiousness,human_anchored_strict,0.46520445592341736,36.54545454545455,-2.381243922627543,0.05882488451516439,-1.0246859449017478
llama,Llama-3.3-70B,shapeshifter,Conscientiousness,human_anchored_strict,0.47826012824396313,44.18181818181818,-0.7870718178516641,-0.07807619067608572,0.12109902709481786
llama,Llama-3.3-70B,simulacrum,Conscientiousness,human_anchored_strict,0.48091703686327053,46.0,-1.2715545931097145,-0.1226218900476095,0.09131534061650366
llama,Llama-3.3-70B,skeptic,Conscientiousness,human_anchored_strict,0.5086770562712299,64.9090909090909,0.5502915317439782,-0.585176628625484,0.4747129806798102
llama,Llama-3.3-70B,smuggler,Conscientiousness,human_anchored_strict,0.31330067003016004,7.454545454545454,0.8064313542121395,2.0988540971411798,0.09905169560074574
llama,Llama-3.3-70B,sociologist,Conscientiousness,human_anchored_strict,0.5285805574278193,87.0909090909091,0.6396254480057276,-1.0985776166831889,0.058862164963431905
llama,Llama-3.3-70B,soldier,Conscientiousness,human_anchored_strict,0.4076215900636321,20.181818181818183,0.8150330500544365,0.8127110329601609,-0.02308560446243077
llama,Llama-3.3-70B,sommelier,Conscientiousness,human_anchored_strict,0.4843243018099329,49.27272727272727,-0.07541726795250102,-0.25753380145075866,0.06640071359315484
llama,Llama-3.3-70B,specialist,Conscientiousness,human_anchored_strict,0.554329885568783,99.0909090909091,0.5266813886019356,-0.9722549953523009,0.6569576284559533
llama,Llama-3.3-70B,spirit,Conscientiousness,human_anchored_strict,0.5126089341567073,71.45454545454545,-2.664770150374811,-0.47263151290339833,-0.3319382382578301
llama,Llama-3.3-70B,spy,Conscientiousness,human_anchored_strict,0.470909587847918,40.18181818181818,0.2511009292113576,0.21974314260799171,0.4366534555584887
llama,Llama-3.3-70B,statistician,Conscientiousness,human_anchored_strict,0.5235435337855238,82.72727272727273,0.7913714416244614,-0.727299824924661,0.8280787167825409
llama,Llama-3.3-70B,stoic,Conscientiousness,human_anchored_strict,0.49486504926952957,54.72727272727273,-1.3915228776522057,-0.2973846645169969,-0.34006981695779376
llama,Llama-3.3-70B,strategist,Conscientiousness,human_anchored_strict,0.548292900823349,96.9090909090909,0.7412753246448548,-1.2333841724044898,0.5934484481787358
llama,Llama-3.3-70B,student,Conscientiousness,human_anchored_strict,0.4153575873028022,21.636363636363637,1.2713652509648363,0.05328257254065141,-0.24050671589144898
llama,Llama-3.3-70B,summarizer,Conscientiousness,human_anchored_strict,0.5095481179628889,65.63636363636364,0.9498649447783903,-0.8316772706494734,0.6734711673953173
llama,Llama-3.3-70B,supervisor,Conscientiousness,human_anchored_strict,0.5150728423263717,74.72727272727273,1.0433390394635895,-0.9240305228120778,0.21768537752328676
llama,Llama-3.3-70B,surfer,Conscientiousness,human_anchored_strict,0.23964687709532073,2.727272727272727,0.5207842085499734,2.076254265897251,-0.9268507128265838
