model,model_label,persona,domain,construction,raw_composite_projection,within_model_percentile,pc1,pc2,pc3
gemma,Gemma-2-27B,luddite,Extraversion,human_anchored_strict,-0.1836055181371732,76.54545454545455,-728.8572164778735,393.95366083154005,-48.32833170412466
gemma,Gemma-2-27B,marketer,Extraversion,human_anchored_strict,-0.20293259286685605,29.636363636363637,621.0423396883086,-141.18146083668054,-10.284189018734313
gemma,Gemma-2-27B,martyr,Extraversion,human_anchored_strict,-0.18773085766705822,64.9090909090909,-618.3700541716871,-177.58413264080053,113.486655857332
gemma,Gemma-2-27B,mathematician,Extraversion,human_anchored_strict,-0.2051718705208746,23.09090909090909,363.05566719780785,-152.3533696900641,215.33397828487162
gemma,Gemma-2-27B,maverick,Extraversion,human_anchored_strict,-0.17303446745302464,94.72727272727273,-96.87320212359718,328.9012744971941,379.056271468079
gemma,Gemma-2-27B,mechanic,Extraversion,human_anchored_strict,-0.18130441449598236,79.45454545454545,222.0897415304454,665.060297737662,-136.43363883036864
gemma,Gemma-2-27B,mediator,Extraversion,human_anchored_strict,-0.20915372172237187,13.636363636363637,610.9612343977976,-230.46518581105568,-184.26615603596582
gemma,Gemma-2-27B,mentor,Extraversion,human_anchored_strict,-0.20294920012927897,29.272727272727273,546.9117396454864,-152.148778577238,-164.62718257312093
gemma,Gemma-2-27B,merchant,Extraversion,human_anchored_strict,-0.19447941006824407,48.18181818181818,24.134498354022437,-39.37833518053022,-77.46618368247299
gemma,Gemma-2-27B,minimalist,Extraversion,human_anchored_strict,-0.19727864545385418,42.0,33.867055959337925,-138.82897146858429,-128.17183103379256
gemma,Gemma-2-27B,moderator,Extraversion,human_anchored_strict,-0.20680360203833426,19.09090909090909,728.5970168457048,-188.94365510831022,-251.63988890752844
gemma,Gemma-2-27B,musician,Extraversion,human_anchored_strict,-0.18117428233191749,80.18181818181819,-195.58228760654202,-12.260450916118371,-181.48324634269747
gemma,Gemma-2-27B,mycorrhizal,Extraversion,human_anchored_strict,-0.18920705306718752,60.90909090909091,-788.2124447353065,-466.67432467772676,-252.58718983529937
gemma,Gemma-2-27B,mystic,Extraversion,human_anchored_strict,-0.1877319699934286,64.54545454545455,-810.7086292011691,-536.0930209842489,-241.0612575151096
gemma,Gemma-2-27B,narcissist,Extraversion,human_anchored_strict,-0.18804003894198484,63.81818181818182,-278.542086852091,688.9534636812821,828.4181173874294
gemma,Gemma-2-27B,narrator,Extraversion,human_anchored_strict,-0.1806856262846576,82.36363636363636,-614.9199802821789,-94.65787182049692,-55.057887930214974
gemma,Gemma-2-27B,naturalist,Extraversion,human_anchored_strict,-0.1956115479303884,45.63636363636363,-4.461923321994462,-269.2528483372846,-143.03805655823467
gemma,Gemma-2-27B,navigator,Extraversion,human_anchored_strict,-0.1996450426640344,38.0,325.68461767018255,-145.49206067376403,-65.25461160522485
gemma,Gemma-2-27B,negotiator,Extraversion,human_anchored_strict,-0.2075766045007099,17.272727272727273,570.4959932761889,-218.0028934965891,-79.66487526347318
gemma,Gemma-2-27B,networker,Extraversion,human_anchored_strict,-0.1972279394035968,43.09090909090909,526.7898442073729,-89.83540791554888,-149.52361402761093
gemma,Gemma-2-27B,newlywed,Extraversion,human_anchored_strict,-0.17501645801396876,91.81818181818181,280.25357535188647,659.1264642567709,-267.78700852700484
gemma,Gemma-2-27B,nomad,Extraversion,human_anchored_strict,-0.18091069262745246,81.63636363636364,-348.7823586717595,81.3381132702702,-325.08550701781445
gemma,Gemma-2-27B,novelist,Extraversion,human_anchored_strict,-0.18659153249173602,69.27272727272727,-243.73394356393248,-86.20147516770822,36.342167243471245
gemma,Gemma-2-27B,nutritionist,Extraversion,human_anchored_strict,-0.2073201288556369,17.636363636363637,662.5716808832321,-96.46067681646248,-142.63332637758614
gemma,Gemma-2-27B,observer,Extraversion,human_anchored_strict,-0.22082457674490716,0.5454545454545454,488.8724279471157,-264.61696053348084,96.32279341190932
gemma,Gemma-2-27B,optimist,Extraversion,human_anchored_strict,-0.1781858986446754,85.63636363636364,243.2068439220605,217.03552174465614,-297.6771324606978
gemma,Gemma-2-27B,oracle,Extraversion,human_anchored_strict,-0.19014401009253182,59.09090909090909,-894.1538760036884,-476.51361389010356,-106.70779010058547
gemma,Gemma-2-27B,organizer,Extraversion,human_anchored_strict,-0.2116140515288656,9.272727272727273,613.9811888472091,-242.4344125992277,-55.38269926786574
gemma,Gemma-2-27B,orphan,Extraversion,human_anchored_strict,-0.17613368483689365,89.27272727272727,-121.75867697328877,497.49629898656616,-236.04080933628774
gemma,Gemma-2-27B,pacifist,Extraversion,human_anchored_strict,-0.20312535840380236,28.545454545454547,247.64084241511574,-305.7106215352696,-218.34379680681627
gemma,Gemma-2-27B,paramedic,Extraversion,human_anchored_strict,-0.19647918817800367,44.54545454545455,464.31096556785195,180.40517049361495,-51.02625418981749
gemma,Gemma-2-27B,parasite,Extraversion,human_anchored_strict,-0.19375082953930942,50.36363636363637,-415.79705167995996,30.869232911276864,419.97554360812876
gemma,Gemma-2-27B,parent,Extraversion,human_anchored_strict,-0.18048176934022483,83.0909090909091,278.3607703755776,501.9825777442105,-296.35965874428064
gemma,Gemma-2-27B,patient,Extraversion,human_anchored_strict,-0.1840575358851332,74.72727272727273,215.50863383366956,477.82299992205463,-230.63660186869757
gemma,Gemma-2-27B,peacekeeper,Extraversion,human_anchored_strict,-0.20669095550122973,19.454545454545453,454.98772275679016,-284.5594325498674,-180.9878214560478
gemma,Gemma-2-27B,perfectionist,Extraversion,human_anchored_strict,-0.20627222541213694,20.545454545454547,119.21961430075689,-112.92732380418636,476.85664592968004
gemma,Gemma-2-27B,pharmacist,Extraversion,human_anchored_strict,-0.20821445515212453,14.727272727272727,620.5701999269634,-94.98333074147624,-63.26978134187841
gemma,Gemma-2-27B,philosopher,Extraversion,human_anchored_strict,-0.200240757447351,36.54545454545455,-167.78054653850512,-386.2696107717897,204.04426852348618
gemma,Gemma-2-27B,photographer,Extraversion,human_anchored_strict,-0.18594320433477143,70.36363636363636,-107.38490711440697,-19.81177913284868,-49.17108446001253
gemma,Gemma-2-27B,physicist,Extraversion,human_anchored_strict,-0.20413241999237666,25.272727272727273,359.85955462176764,-187.48604230675912,162.84200246701073
gemma,Gemma-2-27B,pilgrim,Extraversion,human_anchored_strict,-0.1906493823986385,57.63636363636363,-752.5587553558372,-380.99649813767024,-295.1020302742041
gemma,Gemma-2-27B,pilot,Extraversion,human_anchored_strict,-0.20043821828186875,35.81818181818182,476.41769313094915,43.33834548337062,10.674088458226244
gemma,Gemma-2-27B,pirate,Extraversion,human_anchored_strict,-0.17613082509494082,89.63636363636364,-591.8164137197601,615.3870474996681,-217.58735137995455
gemma,Gemma-2-27B,planner,Extraversion,human_anchored_strict,-0.21305440047696095,7.818181818181818,666.9699684158835,-251.68695392846186,-53.54446367961554
gemma,Gemma-2-27B,playwright,Extraversion,human_anchored_strict,-0.1884061882975686,61.63636363636363,5.52566730432516,66.56222365834866,7.40838552129409
gemma,Gemma-2-27B,podcaster,Extraversion,human_anchored_strict,-0.18578794018599565,70.72727272727273,305.01897642350207,146.41661424866246,-106.81263122482893
gemma,Gemma-2-27B,poet,Extraversion,human_anchored_strict,-0.18510224788153823,72.54545454545455,-922.3897540923881,55.05472685194725,30.692612041574673
gemma,Gemma-2-27B,polymath,Extraversion,human_anchored_strict,-0.20033168126466114,36.18181818181818,143.68646054292236,-301.55717689986477,113.6337544918094
gemma,Gemma-2-27B,pragmatist,Extraversion,human_anchored_strict,-0.20452530996805562,24.545454545454547,532.6278000069483,79.82008933348273,43.29290822080014
gemma,Gemma-2-27B,predator,Extraversion,human_anchored_strict,-0.1940227063394507,49.63636363636363,-630.1767181305469,-108.91024375173947,251.62331361829686
gemma,Gemma-2-27B,presenter,Extraversion,human_anchored_strict,-0.18922328372341024,60.18181818181818,345.7066862965467,85.59973325797243,-155.20313760321045
gemma,Gemma-2-27B,prey,Extraversion,human_anchored_strict,-0.18454673467812002,73.63636363636364,-734.545807831346,135.60713585832738,-41.094046930321824
gemma,Gemma-2-27B,prisoner,Extraversion,human_anchored_strict,-0.17304932174621196,94.36363636363636,-251.80761505394986,813.3697363525355,-127.80272803551337
gemma,Gemma-2-27B,procrastinator,Extraversion,human_anchored_strict,-0.17098944419693154,96.54545454545455,114.41780272259498,1348.6324974898978,225.17795074280602
gemma,Gemma-2-27B,prodigy,Extraversion,human_anchored_strict,-0.19204213685483412,54.36363636363637,55.90981999026521,-17.48574514838847,145.80740115238885
gemma,Gemma-2-27B,producer,Extraversion,human_anchored_strict,-0.200012447859933,37.27272727272727,583.4781402236894,-96.71215591996547,-37.20930263352229
gemma,Gemma-2-27B,programmer,Extraversion,human_anchored_strict,-0.19834282243560045,39.45454545454545,540.311055958492,-51.9223751866905,78.88851891657289
gemma,Gemma-2-27B,proofreader,Extraversion,human_anchored_strict,-0.21259815855772402,8.545454545454545,681.1112556556945,27.3941455768456,228.0694972467453
gemma,Gemma-2-27B,prophet,Extraversion,human_anchored_strict,-0.18729747096984525,66.0,-956.0557886777252,-393.5807437161156,-9.125864152048521
gemma,Gemma-2-27B,provincial,Extraversion,human_anchored_strict,-0.18049843464869872,82.72727272727273,-369.3203406273951,750.903037348237,-498.13593087833664
gemma,Gemma-2-27B,provocateur,Extraversion,human_anchored_strict,-0.17607352127408682,90.0,-305.6909249998563,454.8109147722372,692.2231339553551
gemma,Gemma-2-27B,psychologist,Extraversion,human_anchored_strict,-0.21151647244726765,9.636363636363637,574.5359268379418,-197.31453637532607,-56.14627951317895
gemma,Gemma-2-27B,publisher,Extraversion,human_anchored_strict,-0.2060660084792094,20.90909090909091,555.7584873260633,-189.6654165573663,-18.18329179801258
gemma,Gemma-2-27B,purist,Extraversion,human_anchored_strict,-0.2047294002231591,24.181818181818183,-369.83043445288877,-250.42000932112322,346.8409288884161
gemma,Gemma-2-27B,realist,Extraversion,human_anchored_strict,-0.20395997124244022,26.0,413.46373001766074,93.87135468409214,173.2421780938272
gemma,Gemma-2-27B,rebel,Extraversion,human_anchored_strict,-0.17167954986620831,95.45454545454545,-327.8422074088149,493.5437972790361,446.0288400975153
gemma,Gemma-2-27B,recruiter,Extraversion,human_anchored_strict,-0.20325653220448764,28.181818181818183,609.0156351310259,-75.53515146935956,-44.73691626500401
gemma,Gemma-2-27B,refugee,Extraversion,human_anchored_strict,-0.1834601663662068,77.27272727272727,-223.06320984526445,166.78732875006844,-322.67930976376925
gemma,Gemma-2-27B,reporter,Extraversion,human_anchored_strict,-0.20086428393835454,35.09090909090909,439.4943035062309,-44.073528498108985,42.55423747553437
gemma,Gemma-2-27B,researcher,Extraversion,human_anchored_strict,-0.21788877616872104,0.9090909090909091,638.1096491421577,-296.25899989977495,39.90316142179163
gemma,Gemma-2-27B,retiree,Extraversion,human_anchored_strict,-0.17867909787337485,85.27272727272727,62.22508071710129,575.8503682113045,-195.84066482232438
gemma,Gemma-2-27B,revenant,Extraversion,human_anchored_strict,-0.18758510351381133,65.63636363636364,-931.8321056477713,-264.0826759930417,156.1659325383064
gemma,Gemma-2-27B,reviewer,Extraversion,human_anchored_strict,-0.21528413186321818,4.545454545454546,661.5001543985337,-332.7845710682477,-3.718413296811455
gemma,Gemma-2-27B,revolutionary,Extraversion,human_anchored_strict,-0.18811046809571938,63.09090909090909,-185.19445644366326,-19.1195298685082,282.0828274019551
gemma,Gemma-2-27B,robot,Extraversion,human_anchored_strict,-0.2298581252761267,0.18181818181818182,415.51808499830423,-351.1396198395432,375.88947180900396
gemma,Gemma-2-27B,rogue,Extraversion,human_anchored_strict,-0.1811330219123176,80.54545454545455,-414.55106344760594,473.5234796543063,270.2506647603082
gemma,Gemma-2-27B,romantic,Extraversion,human_anchored_strict,-0.17625549038593166,88.9090909090909,-655.5004287423367,-191.63934021332426,-206.30524257517766
gemma,Gemma-2-27B,saboteur,Extraversion,human_anchored_strict,-0.19639907164260012,44.90909090909091,34.02274812561234,115.23010844502664,563.1221691275244
gemma,Gemma-2-27B,sage,Extraversion,human_anchored_strict,-0.193045197092355,52.18181818181818,-620.870727991721,-481.41194940239865,-192.45994359604674
gemma,Gemma-2-27B,scheduler,Extraversion,human_anchored_strict,-0.20817656743852556,15.454545454545455,624.8137867322174,-88.0571382368634,64.82404924117581
gemma,Gemma-2-27B,scholar,Extraversion,human_anchored_strict,-0.21570498368402058,4.181818181818182,385.009400341519,-387.4702411788764,138.8523894313353
gemma,Gemma-2-27B,scientist,Extraversion,human_anchored_strict,-0.21596880426709433,3.8181818181818183,617.2423426033243,-277.697116598758,113.61123477314892
gemma,Gemma-2-27B,scout,Extraversion,human_anchored_strict,-0.19775250134026298,40.90909090909091,159.3960088680368,-53.79673223602705,12.76113683927549
gemma,Gemma-2-27B,screener,Extraversion,human_anchored_strict,-0.2169632580231969,3.4545454545454546,735.6310698646176,-138.68381905115584,82.74701440276661
gemma,Gemma-2-27B,secretary,Extraversion,human_anchored_strict,-0.21318114804971167,6.7272727272727275,624.6844160453364,-85.84718520151338,28.879969262196123
gemma,Gemma-2-27B,shaman,Extraversion,human_anchored_strict,-0.1870157987069299,67.45454545454545,-865.9265222288806,-485.08065847470107,-546.066070689993
gemma,Gemma-2-27B,shapeshifter,Extraversion,human_anchored_strict,-0.1871340331697207,67.0909090909091,-404.9927681929335,-156.0316461549659,-2.2043834176234163
gemma,Gemma-2-27B,simulacrum,Extraversion,human_anchored_strict,-0.1957240338565519,45.27272727272727,-322.82152253047946,-203.39775852298504,440.2013412170185
gemma,Gemma-2-27B,skeptic,Extraversion,human_anchored_strict,-0.2083532824561682,14.363636363636363,513.1581817626493,-52.03167807712888,261.8485765772371
gemma,Gemma-2-27B,smuggler,Extraversion,human_anchored_strict,-0.1760640529786814,90.36363636363636,-267.53185430877545,925.1171260917027,173.15195762113117
gemma,Gemma-2-27B,sociologist,Extraversion,human_anchored_strict,-0.2105927381642291,11.090909090909092,532.1044080779525,-230.97069157584698,23.6967380311184
gemma,Gemma-2-27B,soldier,Extraversion,human_anchored_strict,-0.19408996558379513,49.27272727272727,-16.128420980678236,354.0229612438538,165.13105246858538
gemma,Gemma-2-27B,sommelier,Extraversion,human_anchored_strict,-0.194983725403821,46.0,73.1778369587185,-96.76404963637381,54.77984585189667
gemma,Gemma-2-27B,specialist,Extraversion,human_anchored_strict,-0.21271996979979862,8.181818181818182,483.5801886439912,-226.4868551016368,67.8690514161365
gemma,Gemma-2-27B,spirit,Extraversion,human_anchored_strict,-0.1902302762376722,58.72727272727273,-843.3319647446374,-564.0384115732425,-195.05183424967612
gemma,Gemma-2-27B,spy,Extraversion,human_anchored_strict,-0.19804758965885336,39.81818181818182,48.72151962120599,161.7406525802408,448.7077446210185
gemma,Gemma-2-27B,statistician,Extraversion,human_anchored_strict,-0.2110508708868973,10.727272727272727,610.2385211303748,-139.49508797578946,148.52248645726004
gemma,Gemma-2-27B,stoic,Extraversion,human_anchored_strict,-0.21313916645136888,7.090909090909091,-384.6767935965296,-351.9355353380228,232.84548471250073
gemma,Gemma-2-27B,strategist,Extraversion,human_anchored_strict,-0.21309643446601548,7.454545454545454,596.1832007674545,-319.3188144356767,16.905894058564325
gemma,Gemma-2-27B,student,Extraversion,human_anchored_strict,-0.19130780925897858,56.18181818181818,527.6925017061927,404.49363387563994,-184.846466398062
gemma,Gemma-2-27B,summarizer,Extraversion,human_anchored_strict,-0.21502251912375744,5.2727272727272725,571.4060148766797,-278.5928685535193,-111.28089866257285
gemma,Gemma-2-27B,supervisor,Extraversion,human_anchored_strict,-0.21136662880809265,10.0,669.190257596915,-147.70814788029074,-47.5734157165852
gemma,Gemma-2-27B,surfer,Extraversion,human_anchored_strict,-0.17111161168230885,96.18181818181819,-322.62888680942336,503.4213498654937,-427.46792174393596
gemma,Gemma-2-27B,survivor,Extraversion,human_anchored_strict,-0.1763567208058167,88.18181818181819,-287.17769649287584,254.62018676514396,-205.0515213817077
gemma,Gemma-2-27B,swarm,Extraversion,human_anchored_strict,-0.20234457788454094,31.09090909090909,-277.1426823711169,-465.11672036606336,124.41528059448494
