model_trait,outcome_id,mapping_tier,predictor_item_ids,overlap_item_ids,overlap,eligible_respondent_n_before_overlap_exclusion,primary_estimate_excluded,exact_source_group
optimistic,HiFWB_composite,direct,q_1350;q_1457;q_1835,,0,969,0,e168bb07b743
optimistic,q_2765,direct,q_1350;q_1457;q_1835,,0,322,0,e168bb07b743
optimistic,q_1371,direct,q_1350;q_1457;q_1835,,0,435,0,e168bb07b743
optimistic,q_1043,direct,q_1350;q_1457;q_1835,,0,288,0,e168bb07b743
optimistic,q_208,direct,q_1350;q_1457;q_1835,,0,425,0,e168bb07b743
optimistic,q_206,direct,q_1350;q_1457;q_1835,,0,423,0,e168bb07b743
optimistic,q_1578,direct,q_1350;q_1457;q_1835,,0,313,0,e168bb07b743
optimistic,q_875,direct,q_1350;q_1457;q_1835,,0,423,0,e168bb07b743
optimistic,q_285,direct,q_1350;q_1457;q_1835,,0,406,0,e168bb07b743
optimistic,q_820,direct,q_1350;q_1457;q_1835,,0,322,0,e168bb07b743
optimistic,q_1044,direct,q_1350;q_1457;q_1835,,0,443,0,e168bb07b743
optimistic,q_867,direct,q_1350;q_1457;q_1835,,0,419,0,e168bb07b743
optimistic,q_4288,direct,q_1350;q_1457;q_1835,,0,457,0,e168bb07b743
optimistic,q_832,direct,q_1350;q_1457;q_1835,,0,409,0,e168bb07b743
paranoid,HiFWB_composite,direct,q_1758;q_880;q_594,,0,887,0,cf386f163583
paranoid,q_2765,direct,q_1758;q_880;q_594,,0,286,0,cf386f163583
paranoid,q_1371,direct,q_1758;q_880;q_594,,0,376,0,cf386f163583
paranoid,q_1043,direct,q_1758;q_880;q_594,,0,282,0,cf386f163583
paranoid,q_208,direct,q_1758;q_880;q_594,,0,396,0,cf386f163583
paranoid,q_206,direct,q_1758;q_880;q_594,,0,361,0,cf386f163583
paranoid,q_1578,direct,q_1758;q_880;q_594,,0,311,0,cf386f163583
paranoid,q_875,direct,q_1758;q_880;q_594,,0,377,0,cf386f163583
paranoid,q_285,direct,q_1758;q_880;q_594,,0,365,0,cf386f163583
paranoid,q_820,direct,q_1758;q_880;q_594,,0,267,0,cf386f163583
paranoid,q_1044,direct,q_1758;q_880;q_594,,0,357,0,cf386f163583
paranoid,q_867,direct,q_1758;q_880;q_594,,0,372,0,cf386f163583
paranoid,q_4288,direct,q_1758;q_880;q_594,,0,380,0,cf386f163583
paranoid,q_832,direct,q_1758;q_880;q_594,,0,389,0,cf386f163583
passionate,HiFWB_composite,close,q_228,,0,1405,0,eeb9c4850f61
passionate,q_2765,close,q_228,,0,463,0,eeb9c4850f61
passionate,q_1371,close,q_228,,0,529,0,eeb9c4850f61
passionate,q_1043,close,q_228,,0,451,0,eeb9c4850f61
passionate,q_208,close,q_228,,0,553,0,eeb9c4850f61
passionate,q_206,close,q_228,,0,545,0,eeb9c4850f61
passionate,q_1578,close,q_228,,0,446,0,eeb9c4850f61
passionate,q_875,close,q_228,,0,512,0,eeb9c4850f61
passionate,q_285,close,q_228,,0,542,0,eeb9c4850f61
passionate,q_820,close,q_228,,0,449,0,eeb9c4850f61
passionate,q_1044,close,q_228,,0,549,0,eeb9c4850f61
passionate,q_867,close,q_228,,0,568,0,eeb9c4850f61
passionate,q_4288,close,q_228,,0,561,0,eeb9c4850f61
passionate,q_832,close,q_228,,0,625,0,eeb9c4850f61
patient,HiFWB_composite,direct,q_278,,0,1281,0,8faee3b375d3
patient,q_2765,direct,q_278,,0,403,0,8faee3b375d3
patient,q_1371,direct,q_278,,0,431,0,8faee3b375d3
patient,q_1043,direct,q_278,,0,403,0,8faee3b375d3
patient,q_208,direct,q_278,,0,411,0,8faee3b375d3
patient,q_206,direct,q_278,,0,415,0,8faee3b375d3
patient,q_1578,direct,q_278,,0,382,0,8faee3b375d3
patient,q_875,direct,q_278,,0,447,0,8faee3b375d3
patient,q_285,direct,q_278,,0,409,0,8faee3b375d3
patient,q_820,direct,q_278,,0,376,0,8faee3b375d3
patient,q_1044,direct,q_278,,0,446,0,8faee3b375d3
patient,q_867,direct,q_278,,0,462,0,8faee3b375d3
patient,q_4288,direct,q_278,,0,436,0,8faee3b375d3
patient,q_832,direct,q_278,,0,591,0,8faee3b375d3
perfectionist,HiFWB_composite,direct,q_1694;q_530;q_1915,,0,1014,0,fb2f10316b68
perfectionist,q_2765,direct,q_1694;q_530;q_1915,,0,314,0,fb2f10316b68
perfectionist,q_1371,direct,q_1694;q_530;q_1915,,0,401,0,fb2f10316b68
perfectionist,q_1043,direct,q_1694;q_530;q_1915,,0,313,0,fb2f10316b68
perfectionist,q_208,direct,q_1694;q_530;q_1915,,0,384,0,fb2f10316b68
perfectionist,q_206,direct,q_1694;q_530;q_1915,,0,383,0,fb2f10316b68
perfectionist,q_1578,direct,q_1694;q_530;q_1915,,0,322,0,fb2f10316b68
perfectionist,q_875,direct,q_1694;q_530;q_1915,,0,383,0,fb2f10316b68
perfectionist,q_285,direct,q_1694;q_530;q_1915,,0,381,0,fb2f10316b68
perfectionist,q_820,direct,q_1694;q_530;q_1915,,0,328,0,fb2f10316b68
perfectionist,q_1044,direct,q_1694;q_530;q_1915,,0,401,0,fb2f10316b68
perfectionist,q_867,direct,q_1694;q_530;q_1915,,0,411,0,fb2f10316b68
perfectionist,q_4288,direct,q_1694;q_530;q_1915,,0,407,0,fb2f10316b68
perfectionist,q_832,direct,q_1694;q_530;q_1915,,0,425,0,fb2f10316b68
pessimistic,HiFWB_composite,direct,q_1038;q_808,,0,426,0,202aaab2c454
pessimistic,q_2765,direct,q_1038;q_808,,0,147,0,202aaab2c454
pessimistic,q_1371,direct,q_1038;q_808,,0,185,0,202aaab2c454
pessimistic,q_1043,direct,q_1038;q_808,,0,126,0,202aaab2c454
pessimistic,q_208,direct,q_1038;q_808,,0,202,0,202aaab2c454
pessimistic,q_206,direct,q_1038;q_808,,0,175,0,202aaab2c454
pessimistic,q_1578,direct,q_1038;q_808,,0,129,0,202aaab2c454
pessimistic,q_875,direct,q_1038;q_808,,0,184,0,202aaab2c454
pessimistic,q_285,direct,q_1038;q_808,,0,188,0,202aaab2c454
pessimistic,q_820,direct,q_1038;q_808,,0,136,0,202aaab2c454
pessimistic,q_1044,direct,q_1038;q_808,,0,209,0,202aaab2c454
pessimistic,q_867,direct,q_1038;q_808,,0,202,0,202aaab2c454
pessimistic,q_4288,direct,q_1038;q_808,,0,206,0,202aaab2c454
pessimistic,q_832,direct,q_1038;q_808,,0,166,0,202aaab2c454
playful,HiFWB_composite,direct,q_4265;q_1685;q_1043,q_1043,1,802,1,bca722925c20
playful,q_2765,direct,q_4265;q_1685;q_1043,,0,232,0,bca722925c20
playful,q_1371,direct,q_4265;q_1685;q_1043,,0,312,0,bca722925c20
playful,q_1043,direct,q_4265;q_1685;q_1043,q_1043,1,666,1,bca722925c20
playful,q_208,direct,q_4265;q_1685;q_1043,,0,286,0,bca722925c20
playful,q_206,direct,q_4265;q_1685;q_1043,,0,310,0,bca722925c20
playful,q_1578,direct,q_4265;q_1685;q_1043,,0,213,0,bca722925c20
playful,q_875,direct,q_4265;q_1685;q_1043,,0,298,0,bca722925c20
playful,q_285,direct,q_4265;q_1685;q_1043,,0,286,0,bca722925c20
playful,q_820,direct,q_4265;q_1685;q_1043,,0,241,0,bca722925c20
playful,q_1044,direct,q_4265;q_1685;q_1043,,0,314,0,bca722925c20
playful,q_867,direct,q_4265;q_1685;q_1043,,0,293,0,bca722925c20
playful,q_4288,direct,q_4265;q_1685;q_1043,,0,297,0,bca722925c20
playful,q_832,direct,q_4265;q_1685;q_1043,,0,298,0,bca722925c20
proactive,HiFWB_composite,close,q_1883;q_4257,,0,462,0,6ee5a4a07312
proactive,q_2765,close,q_1883;q_4257,,0,154,0,6ee5a4a07312
proactive,q_1371,close,q_1883;q_4257,,0,204,0,6ee5a4a07312
proactive,q_1043,close,q_1883;q_4257,,0,153,0,6ee5a4a07312
proactive,q_208,close,q_1883;q_4257,,0,212,0,6ee5a4a07312
proactive,q_206,close,q_1883;q_4257,,0,208,0,6ee5a4a07312
proactive,q_1578,close,q_1883;q_4257,,0,154,0,6ee5a4a07312
proactive,q_875,close,q_1883;q_4257,,0,206,0,6ee5a4a07312
proactive,q_285,close,q_1883;q_4257,,0,215,0,6ee5a4a07312
proactive,q_820,close,q_1883;q_4257,,0,121,0,6ee5a4a07312
proactive,q_1044,close,q_1883;q_4257,,0,214,0,6ee5a4a07312
proactive,q_867,close,q_1883;q_4257,,0,195,0,6ee5a4a07312
proactive,q_4288,close,q_1883;q_4257,,0,219,0,6ee5a4a07312
proactive,q_832,close,q_1883;q_4257,,0,189,0,6ee5a4a07312
rebellious,HiFWB_composite,direct,q_1609;q_1624,,0,352,0,91292cb6beb7
rebellious,q_2765,direct,q_1609;q_1624,,0,110,0,91292cb6beb7
rebellious,q_1371,direct,q_1609;q_1624,,0,139,0,91292cb6beb7
rebellious,q_1043,direct,q_1609;q_1624,,0,109,0,91292cb6beb7
rebellious,q_208,direct,q_1609;q_1624,,0,140,0,91292cb6beb7
rebellious,q_206,direct,q_1609;q_1624,,0,130,0,91292cb6beb7
rebellious,q_1578,direct,q_1609;q_1624,,0,110,0,91292cb6beb7
rebellious,q_875,direct,q_1609;q_1624,,0,127,0,91292cb6beb7
rebellious,q_285,direct,q_1609;q_1624,,0,138,0,91292cb6beb7
rebellious,q_820,direct,q_1609;q_1624,,0,112,0,91292cb6beb7
rebellious,q_1044,direct,q_1609;q_1624,,0,145,0,91292cb6beb7
rebellious,q_867,direct,q_1609;q_1624,,0,128,0,91292cb6beb7
rebellious,q_4288,direct,q_1609;q_1624,,0,145,0,91292cb6beb7
rebellious,q_832,direct,q_1609;q_1624,,0,154,0,91292cb6beb7
reserved,HiFWB_composite,direct,q_1196;q_1635;q_1742,,0,649,0,a28f783917d2
reserved,q_2765,direct,q_1196;q_1635;q_1742,,0,197,0,a28f783917d2
reserved,q_1371,direct,q_1196;q_1635;q_1742,,0,249,0,a28f783917d2
reserved,q_1043,direct,q_1196;q_1635;q_1742,,0,177,0,a28f783917d2
reserved,q_208,direct,q_1196;q_1635;q_1742,,0,263,0,a28f783917d2
reserved,q_206,direct,q_1196;q_1635;q_1742,,0,266,0,a28f783917d2
reserved,q_1578,direct,q_1196;q_1635;q_1742,,0,214,0,a28f783917d2
reserved,q_875,direct,q_1196;q_1635;q_1742,,0,285,0,a28f783917d2
reserved,q_285,direct,q_1196;q_1635;q_1742,,0,260,0,a28f783917d2
reserved,q_820,direct,q_1196;q_1635;q_1742,,0,217,0,a28f783917d2
reserved,q_1044,direct,q_1196;q_1635;q_1742,,0,267,0,a28f783917d2
reserved,q_867,direct,q_1196;q_1635;q_1742,,0,259,0,a28f783917d2
reserved,q_4288,direct,q_1196;q_1635;q_1742,,0,268,0,a28f783917d2
reserved,q_832,direct,q_1196;q_1635;q_1742,,0,259,0,a28f783917d2
resilient,HiFWB_composite,direct,q_1606;q_1616,,0,313,0,be2f5b5adf61
resilient,q_2765,direct,q_1606;q_1616,,0,95,0,be2f5b5adf61
resilient,q_1371,direct,q_1606;q_1616,,0,155,0,be2f5b5adf61
resilient,q_1043,direct,q_1606;q_1616,,0,102,0,be2f5b5adf61
resilient,q_208,direct,q_1606;q_1616,,0,137,0,be2f5b5adf61
resilient,q_206,direct,q_1606;q_1616,,0,135,0,be2f5b5adf61
resilient,q_1578,direct,q_1606;q_1616,,0,113,0,be2f5b5adf61
resilient,q_875,direct,q_1606;q_1616,,0,138,0,be2f5b5adf61
resilient,q_285,direct,q_1606;q_1616,,0,140,0,be2f5b5adf61
resilient,q_820,direct,q_1606;q_1616,,0,91,0,be2f5b5adf61
resilient,q_1044,direct,q_1606;q_1616,,0,141,0,be2f5b5adf61
resilient,q_867,direct,q_1606;q_1616,,0,147,0,be2f5b5adf61
resilient,q_4288,direct,q_1606;q_1616,,0,138,0,be2f5b5adf61
resilient,q_832,direct,q_1606;q_1616,,0,126,0,be2f5b5adf61
reverent,HiFWB_composite,close,q_1624;q_4236,,0,404,0,7e3e5c1733fb
reverent,q_2765,close,q_1624;q_4236,,0,146,0,7e3e5c1733fb
reverent,q_1371,close,q_1624;q_4236,,0,190,0,7e3e5c1733fb
reverent,q_1043,close,q_1624;q_4236,,0,130,0,7e3e5c1733fb
reverent,q_208,close,q_1624;q_4236,,0,171,0,7e3e5c1733fb
reverent,q_206,close,q_1624;q_4236,,0,178,0,7e3e5c1733fb
reverent,q_1578,close,q_1624;q_4236,,0,148,0,7e3e5c1733fb
reverent,q_875,close,q_1624;q_4236,,0,162,0,7e3e5c1733fb
reverent,q_285,close,q_1624;q_4236,,0,158,0,7e3e5c1733fb
reverent,q_820,close,q_1624;q_4236,,0,118,0,7e3e5c1733fb
reverent,q_1044,close,q_1624;q_4236,,0,187,0,7e3e5c1733fb
reverent,q_867,close,q_1624;q_4236,,0,170,0,7e3e5c1733fb
reverent,q_4288,close,q_1624;q_4236,,0,176,0,7e3e5c1733fb
reverent,q_832,close,q_1624;q_4236,,0,151,0,7e3e5c1733fb
risk_taking,HiFWB_composite,close,q_1781;q_292;q_1780,,0,1062,0,54734d6dd527
risk_taking,q_2765,close,q_1781;q_292;q_1780,,0,343,0,54734d6dd527
risk_taking,q_1371,close,q_1781;q_292;q_1780,,0,413,0,54734d6dd527
risk_taking,q_1043,close,q_1781;q_292;q_1780,,0,331,0,54734d6dd527
risk_taking,q_208,close,q_1781;q_292;q_1780,,0,413,0,54734d6dd527
risk_taking,q_206,close,q_1781;q_292;q_1780,,0,396,0,54734d6dd527
risk_taking,q_1578,close,q_1781;q_292;q_1780,,0,319,0,54734d6dd527
risk_taking,q_875,close,q_1781;q_292;q_1780,,0,409,0,54734d6dd527
risk_taking,q_285,close,q_1781;q_292;q_1780,,0,410,0,54734d6dd527
risk_taking,q_820,close,q_1781;q_292;q_1780,,0,318,0,54734d6dd527
risk_taking,q_1044,close,q_1781;q_292;q_1780,,0,410,0,54734d6dd527
risk_taking,q_867,close,q_1781;q_292;q_1780,,0,421,0,54734d6dd527
risk_taking,q_4288,close,q_1781;q_292;q_1780,,0,422,0,54734d6dd527
risk_taking,q_832,close,q_1781;q_292;q_1780,,0,435,0,54734d6dd527
secular,HiFWB_composite,direct,q_660;q_345,,0,462,0,42c7d77ce7cc
secular,q_2765,direct,q_660;q_345,,0,146,0,42c7d77ce7cc
secular,q_1371,direct,q_660;q_345,,0,224,0,42c7d77ce7cc
secular,q_1043,direct,q_660;q_345,,0,149,0,42c7d77ce7cc
secular,q_208,direct,q_660;q_345,,0,215,0,42c7d77ce7cc
secular,q_206,direct,q_660;q_345,,0,196,0,42c7d77ce7cc
secular,q_1578,direct,q_660;q_345,,0,135,0,42c7d77ce7cc
secular,q_875,direct,q_660;q_345,,0,192,0,42c7d77ce7cc
secular,q_285,direct,q_660;q_345,,0,205,0,42c7d77ce7cc
secular,q_820,direct,q_660;q_345,,0,144,0,42c7d77ce7cc
secular,q_1044,direct,q_660;q_345,,0,210,0,42c7d77ce7cc
secular,q_867,direct,q_660;q_345,,0,212,0,42c7d77ce7cc
secular,q_4288,direct,q_660;q_345,,0,203,0,42c7d77ce7cc
secular,q_832,direct,q_660;q_345,,0,193,0,42c7d77ce7cc
serene,HiFWB_composite,direct,q_85;q_1616;q_1588,,0,714,0,55688e63f5b2
serene,q_2765,direct,q_85;q_1616;q_1588,,0,217,0,55688e63f5b2
serene,q_1371,direct,q_85;q_1616;q_1588,,0,331,0,55688e63f5b2
serene,q_1043,direct,q_85;q_1616;q_1588,,0,225,0,55688e63f5b2
serene,q_208,direct,q_85;q_1616;q_1588,,0,323,0,55688e63f5b2
serene,q_206,direct,q_85;q_1616;q_1588,,0,287,0,55688e63f5b2
serene,q_1578,direct,q_85;q_1616;q_1588,,0,233,0,55688e63f5b2
serene,q_875,direct,q_85;q_1616;q_1588,,0,304,0,55688e63f5b2
serene,q_285,direct,q_85;q_1616;q_1588,,0,296,0,55688e63f5b2
serene,q_820,direct,q_85;q_1616;q_1588,,0,232,0,55688e63f5b2
serene,q_1044,direct,q_85;q_1616;q_1588,,0,299,0,55688e63f5b2
serene,q_867,direct,q_85;q_1616;q_1588,,0,305,0,55688e63f5b2
serene,q_4288,direct,q_85;q_1616;q_1588,,0,287,0,55688e63f5b2
serene,q_832,direct,q_85;q_1616;q_1588,,0,289,0,55688e63f5b2
spiritual,HiFWB_composite,close,q_345;q_660,,0,462,0,42c7d77ce7cc
spiritual,q_2765,close,q_345;q_660,,0,146,0,42c7d77ce7cc
spiritual,q_1371,close,q_345;q_660,,0,224,0,42c7d77ce7cc
spiritual,q_1043,close,q_345;q_660,,0,149,0,42c7d77ce7cc
spiritual,q_208,close,q_345;q_660,,0,215,0,42c7d77ce7cc
spiritual,q_206,close,q_345;q_660,,0,196,0,42c7d77ce7cc
spiritual,q_1578,close,q_345;q_660,,0,135,0,42c7d77ce7cc
spiritual,q_875,close,q_345;q_660,,0,192,0,42c7d77ce7cc
spiritual,q_285,close,q_345;q_660,,0,205,0,42c7d77ce7cc
spiritual,q_820,close,q_345;q_660,,0,144,0,42c7d77ce7cc
spiritual,q_1044,close,q_345;q_660,,0,210,0,42c7d77ce7cc
spiritual,q_867,close,q_345;q_660,,0,212,0,42c7d77ce7cc
spiritual,q_4288,close,q_345;q_660,,0,203,0,42c7d77ce7cc
spiritual,q_832,close,q_345;q_660,,0,193,0,42c7d77ce7cc
spontaneous,HiFWB_composite,close,q_4276;q_1488,,0,461,0,8a160c72197e
spontaneous,q_2765,close,q_4276;q_1488,,0,151,0,8a160c72197e
spontaneous,q_1371,close,q_4276;q_1488,,0,219,0,8a160c72197e
spontaneous,q_1043,close,q_4276;q_1488,,0,148,0,8a160c72197e
spontaneous,q_208,close,q_4276;q_1488,,0,199,0,8a160c72197e
spontaneous,q_206,close,q_4276;q_1488,,0,203,0,8a160c72197e
spontaneous,q_1578,close,q_4276;q_1488,,0,137,0,8a160c72197e
spontaneous,q_875,close,q_4276;q_1488,,0,210,0,8a160c72197e
spontaneous,q_285,close,q_4276;q_1488,,0,194,0,8a160c72197e
spontaneous,q_820,close,q_4276;q_1488,,0,148,0,8a160c72197e
spontaneous,q_1044,close,q_4276;q_1488,,0,194,0,8a160c72197e
spontaneous,q_867,close,q_4276;q_1488,,0,225,0,8a160c72197e
spontaneous,q_4288,close,q_4276;q_1488,,0,218,0,8a160c72197e
spontaneous,q_832,close,q_4276;q_1488,,0,180,0,8a160c72197e
stoic,HiFWB_composite,direct,q_1185;q_1588;q_1616,,0,570,0,4e8840c22919
stoic,q_2765,direct,q_1185;q_1588;q_1616,,0,167,0,4e8840c22919
stoic,q_1371,direct,q_1185;q_1588;q_1616,,0,258,0,4e8840c22919
stoic,q_1043,direct,q_1185;q_1588;q_1616,,0,185,0,4e8840c22919
stoic,q_208,direct,q_1185;q_1588;q_1616,,0,258,0,4e8840c22919
stoic,q_206,direct,q_1185;q_1588;q_1616,,0,238,0,4e8840c22919
stoic,q_1578,direct,q_1185;q_1588;q_1616,,0,188,0,4e8840c22919
stoic,q_875,direct,q_1185;q_1588;q_1616,,0,252,0,4e8840c22919
stoic,q_285,direct,q_1185;q_1588;q_1616,,0,227,0,4e8840c22919
stoic,q_820,direct,q_1185;q_1588;q_1616,,0,173,0,4e8840c22919
stoic,q_1044,direct,q_1185;q_1588;q_1616,,0,247,0,4e8840c22919
stoic,q_867,direct,q_1185;q_1588;q_1616,,0,257,0,4e8840c22919
stoic,q_4288,direct,q_1185;q_1588;q_1616,,0,245,0,4e8840c22919
stoic,q_832,direct,q_1185;q_1588;q_1616,,0,227,0,4e8840c22919
submissive,HiFWB_composite,close,q_2161;q_1768,,0,391,0,e7a078ad10f5
submissive,q_2765,close,q_2161;q_1768,,0,137,0,e7a078ad10f5
submissive,q_1371,close,q_2161;q_1768,,0,142,0,e7a078ad10f5
submissive,q_1043,close,q_2161;q_1768,,0,119,0,e7a078ad10f5
submissive,q_208,close,q_2161;q_1768,,0,137,0,e7a078ad10f5
submissive,q_206,close,q_2161;q_1768,,0,152,0,e7a078ad10f5
submissive,q_1578,close,q_2161;q_1768,,0,130,0,e7a078ad10f5
submissive,q_875,close,q_2161;q_1768,,0,146,0,e7a078ad10f5
submissive,q_285,close,q_2161;q_1768,,0,149,0,e7a078ad10f5
submissive,q_820,close,q_2161;q_1768,,0,120,0,e7a078ad10f5
submissive,q_1044,close,q_2161;q_1768,,0,160,0,e7a078ad10f5
submissive,q_867,close,q_2161;q_1768,,0,150,0,e7a078ad10f5
submissive,q_4288,close,q_2161;q_1768,,0,157,0,e7a078ad10f5
submissive,q_832,close,q_2161;q_1768,,0,135,0,e7a078ad10f5
temperamental,HiFWB_composite,direct,q_52;q_497;q_1099,,0,565,0,99c6cf17bb17
temperamental,q_2765,direct,q_52;q_497;q_1099,,0,177,0,99c6cf17bb17
temperamental,q_1371,direct,q_52;q_497;q_1099,,0,242,0,99c6cf17bb17
temperamental,q_1043,direct,q_52;q_497;q_1099,,0,173,0,99c6cf17bb17
temperamental,q_208,direct,q_52;q_497;q_1099,,0,243,0,99c6cf17bb17
temperamental,q_206,direct,q_52;q_497;q_1099,,0,232,0,99c6cf17bb17
temperamental,q_1578,direct,q_52;q_497;q_1099,,0,174,0,99c6cf17bb17
temperamental,q_875,direct,q_52;q_497;q_1099,,0,251,0,99c6cf17bb17
temperamental,q_285,direct,q_52;q_497;q_1099,,0,249,0,99c6cf17bb17
temperamental,q_820,direct,q_52;q_497;q_1099,,0,168,0,99c6cf17bb17
temperamental,q_1044,direct,q_52;q_497;q_1099,,0,246,0,99c6cf17bb17
temperamental,q_867,direct,q_52;q_497;q_1099,,0,240,0,99c6cf17bb17
temperamental,q_4288,direct,q_52;q_497;q_1099,,0,243,0,99c6cf17bb17
temperamental,q_832,direct,q_52;q_497;q_1099,,0,236,0,99c6cf17bb17
theatrical,HiFWB_composite,direct,q_2951;q_1555,,0,354,0,e0163d56d1e5
theatrical,q_2765,direct,q_2951;q_1555,,0,106,0,e0163d56d1e5
theatrical,q_1371,direct,q_2951;q_1555,,0,130,0,e0163d56d1e5
theatrical,q_1043,direct,q_2951;q_1555,,0,121,0,e0163d56d1e5
theatrical,q_208,direct,q_2951;q_1555,,0,156,0,e0163d56d1e5
theatrical,q_206,direct,q_2951;q_1555,,0,158,0,e0163d56d1e5
theatrical,q_1578,direct,q_2951;q_1555,,0,117,0,e0163d56d1e5
theatrical,q_875,direct,q_2951;q_1555,,0,143,0,e0163d56d1e5
theatrical,q_285,direct,q_2951;q_1555,,0,146,0,e0163d56d1e5
theatrical,q_820,direct,q_2951;q_1555,,0,111,0,e0163d56d1e5
theatrical,q_1044,direct,q_2951;q_1555,,0,174,0,e0163d56d1e5
theatrical,q_867,direct,q_2951;q_1555,,0,136,0,e0163d56d1e5
theatrical,q_4288,direct,q_2951;q_1555,,0,157,0,e0163d56d1e5
theatrical,q_832,direct,q_2951;q_1555,,0,136,0,e0163d56d1e5
traditional,HiFWB_composite,direct,q_82;q_1301;q_4291,,0,841,0,f879f4efdef2
traditional,q_2765,direct,q_82;q_1301;q_4291,,0,279,0,f879f4efdef2
traditional,q_1371,direct,q_82;q_1301;q_4291,,0,383,0,f879f4efdef2
traditional,q_1043,direct,q_82;q_1301;q_4291,,0,252,0,f879f4efdef2
traditional,q_208,direct,q_82;q_1301;q_4291,,0,389,0,f879f4efdef2
traditional,q_206,direct,q_82;q_1301;q_4291,,0,373,0,f879f4efdef2
traditional,q_1578,direct,q_82;q_1301;q_4291,,0,280,0,f879f4efdef2
traditional,q_875,direct,q_82;q_1301;q_4291,,0,348,0,f879f4efdef2
traditional,q_285,direct,q_82;q_1301;q_4291,,0,361,0,f879f4efdef2
traditional,q_820,direct,q_82;q_1301;q_4291,,0,246,0,f879f4efdef2
traditional,q_1044,direct,q_82;q_1301;q_4291,,0,369,0,f879f4efdef2
traditional,q_867,direct,q_82;q_1301;q_4291,,0,394,0,f879f4efdef2
traditional,q_4288,direct,q_82;q_1301;q_4291,,0,370,0,f879f4efdef2
traditional,q_832,direct,q_82;q_1301;q_4291,,0,329,0,f879f4efdef2
vindictive,HiFWB_composite,direct,q_630;q_1150,,0,329,0,fa555b476b6b
vindictive,q_2765,direct,q_630;q_1150,,0,107,0,fa555b476b6b
vindictive,q_1371,direct,q_630;q_1150,,0,138,0,fa555b476b6b
vindictive,q_1043,direct,q_630;q_1150,,0,115,0,fa555b476b6b
vindictive,q_208,direct,q_630;q_1150,,0,148,0,fa555b476b6b
vindictive,q_206,direct,q_630;q_1150,,0,135,0,fa555b476b6b
vindictive,q_1578,direct,q_630;q_1150,,0,122,0,fa555b476b6b
vindictive,q_875,direct,q_630;q_1150,,0,134,0,fa555b476b6b
vindictive,q_285,direct,q_630;q_1150,,0,145,0,fa555b476b6b
vindictive,q_820,direct,q_630;q_1150,,0,108,0,fa555b476b6b
vindictive,q_1044,direct,q_630;q_1150,,0,151,0,fa555b476b6b
vindictive,q_867,direct,q_630;q_1150,,0,160,0,fa555b476b6b
vindictive,q_4288,direct,q_630;q_1150,,0,145,0,fa555b476b6b
vindictive,q_832,direct,q_630;q_1150,,0,140,0,fa555b476b6b
zealous,HiFWB_composite,close,q_228,,0,1405,0,eeb9c4850f61
zealous,q_2765,close,q_228,,0,463,0,eeb9c4850f61
zealous,q_1371,close,q_228,,0,529,0,eeb9c4850f61
zealous,q_1043,close,q_228,,0,451,0,eeb9c4850f61
zealous,q_208,close,q_228,,0,553,0,eeb9c4850f61
zealous,q_206,close,q_228,,0,545,0,eeb9c4850f61
zealous,q_1578,close,q_228,,0,446,0,eeb9c4850f61
zealous,q_875,close,q_228,,0,512,0,eeb9c4850f61
zealous,q_285,close,q_228,,0,542,0,eeb9c4850f61
zealous,q_820,close,q_228,,0,449,0,eeb9c4850f61
zealous,q_1044,close,q_228,,0,549,0,eeb9c4850f61
zealous,q_867,close,q_228,,0,568,0,eeb9c4850f61
zealous,q_4288,close,q_228,,0,561,0,eeb9c4850f61
zealous,q_832,close,q_228,,0,625,0,eeb9c4850f61
