model_a,model_b,K_a,K_b,profile_a,profile_b,size_a,size_b,intersection_count,union_count,jaccard,overlap_coefficient,p_b_given_a,p_a_given_b,expected_overlap,enrichment_ratio,hypergeom_p,hypergeom_q,strong_edge,valid_neighborhood_cells,supported_neighborhood_cells,persistence_score,persistence_tier,neighborhood_trace
qwen,gemma,7,5,Q07_E,G05_B,45,69,32,82,0.3902439024390244,0.7111111111111111,0.7111111111111111,0.463768115942029,11.290909090909091,2.8341384863123995,6.155582271815707e-13,7.181512650451657e-12,True,9,6,0.6666666666666666,moderate,"6,4,Q06_B,G04_C,0;6,5,Q06_B,G05_B,1;6,6,Q06_B,G06_B,1;7,4,Q07_E,G04_C,0;7,5,Q07_E,G05_B,1;7,6,Q07_E,G06_B,1;8,4,Q08_G,G04_C,0;8,5,Q08_G,G05_B,1;8,6,Q08_G,G06_B,1"
qwen,gemma,7,5,Q07_F,G05_D,43,40,21,62,0.3387096774193548,0.525,0.4883720930232558,0.525,6.254545454545455,3.3575581395348837,1.682063708824456e-09,1.4718057452213991e-08,True,9,9,1.0,high,"6,4,Q06_F,G04_C,1;6,5,Q06_F,G05_D,1;6,6,Q06_F,G06_D,1;7,4,Q07_F,G04_C,1;7,5,Q07_F,G05_D,1;7,6,Q07_F,G06_D,1;8,4,Q08_C,G04_C,1;8,5,Q08_C,G05_D,1;8,6,Q08_C,G06_D,1"
qwen,gemma,7,5,Q07_G,G05_A,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,8.167015466285538e-06,True,9,9,1.0,high,"6,4,Q06_C,G04_B,1;6,5,Q06_C,G05_A,1;6,6,Q06_C,G06_A,1;7,4,Q07_G,G04_B,1;7,5,Q07_G,G05_A,1;7,6,Q07_G,G06_A,1;8,4,Q08_D,G04_B,1;8,5,Q08_D,G05_A,1;8,6,Q08_D,G06_A,1"
qwen,gemma,7,6,Q07_B,G06_F,93,112,91,114,0.7982456140350878,0.978494623655914,0.978494623655914,0.8125,37.876363636363635,2.4025537634408605,2.8681846180885443e-49,1.2046375395971887e-47,True,9,9,1.0,high,"6,5,Q06_E,G05_E,1;6,6,Q06_E,G06_F,1;6,7,Q06_E,G07_A,1;7,5,Q07_B,G05_E,1;7,6,Q07_B,G06_F,1;7,7,Q07_B,G07_A,1;8,5,Q08_E,G05_E,1;8,6,Q08_E,G06_F,1;8,7,Q08_E,G07_A,1"
qwen,gemma,7,6,Q07_C,G06_C,28,22,19,31,0.6129032258064516,0.8636363636363636,0.6785714285714286,0.8636363636363636,2.24,8.482142857142856,9.919174517823488e-20,1.3886844324952882e-18,True,9,6,0.6666666666666666,moderate,"6,5,Q06_A,G05_D,0;6,6,Q06_A,G06_C,1;6,7,Q06_A,G07_D,1;7,5,Q07_C,G05_D,0;7,6,Q07_C,G06_C,1;7,7,Q07_C,G07_D,1;8,5,Q08_A,G05_D,0;8,6,Q08_A,G06_C,1;8,7,Q08_A,G07_D,1"
qwen,gemma,7,6,Q07_D,G06_E,55,49,48,56,0.8571428571428571,0.9795918367346939,0.8727272727272727,0.9795918367346939,9.8,4.897959183673469,7.656200831034377e-45,1.6078021745172191e-43,True,9,9,1.0,high,"6,5,Q06_D,G05_C,1;6,6,Q06_D,G06_E,1;6,7,Q06_D,G07_G,1;7,5,Q07_D,G05_C,1;7,6,Q07_D,G06_E,1;7,7,Q07_D,G07_G,1;8,5,Q08_B,G05_C,1;8,6,Q08_B,G06_E,1;8,7,Q08_B,G07_G,1"
qwen,gemma,7,6,Q07_E,G06_B,45,59,30,74,0.40540540540540543,0.6666666666666666,0.6666666666666666,0.5084745762711864,9.654545454545454,3.1073446327683616,2.820226386041126e-13,2.368990164274546e-12,True,9,9,1.0,high,"6,5,Q06_B,G05_B,1;6,6,Q06_B,G06_B,1;6,7,Q06_B,G07_C,1;7,5,Q07_E,G05_B,1;7,6,Q07_E,G06_B,1;7,7,Q07_E,G07_C,1;8,5,Q08_G,G05_B,1;8,6,Q08_G,G06_B,1;8,7,Q08_G,G07_C,1"
qwen,gemma,7,6,Q07_F,G06_D,43,29,24,48,0.5,0.8275862068965517,0.5581395348837209,0.8275862068965517,4.534545454545454,5.29270248596632,3.2394382479930763e-18,3.40141016039273e-17,True,9,9,1.0,high,"6,5,Q06_F,G05_D,1;6,6,Q06_F,G06_D,1;6,7,Q06_F,G07_E,1;7,5,Q07_F,G05_D,1;7,6,Q07_F,G06_D,1;7,7,Q07_F,G07_E,1;8,5,Q08_C,G05_D,1;8,6,Q08_C,G06_D,1;8,7,Q08_C,G07_E,1"
qwen,gemma,7,6,Q07_G,G06_A,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,8.16701546628554e-06,True,9,9,1.0,high,"6,5,Q06_C,G05_A,1;6,6,Q06_C,G06_A,1;6,7,Q06_C,G07_B,1;7,5,Q07_G,G05_A,1;7,6,Q07_G,G06_A,1;7,7,Q07_G,G07_B,1;8,5,Q08_D,G05_A,1;8,6,Q08_D,G06_A,1;8,7,Q08_D,G07_B,1"
qwen,gemma,7,7,Q07_B,G07_A,93,98,89,102,0.8725490196078431,0.956989247311828,0.956989247311828,0.9081632653061225,33.14181818181818,2.685429010313803,4.724393370433524e-56,2.3149527515124266e-54,True,9,9,1.0,high,"6,6,Q06_E,G06_F,1;6,7,Q06_E,G07_A,1;6,8,Q06_E,G08_D,1;7,6,Q07_B,G06_F,1;7,7,Q07_B,G07_A,1;7,8,Q07_B,G08_D,1;8,6,Q08_E,G06_F,1;8,7,Q08_E,G07_A,1;8,8,Q08_E,G08_D,1"
qwen,gemma,7,7,Q07_C,G07_D,28,26,18,36,0.5,0.6923076923076923,0.6428571428571429,0.6923076923076923,2.6472727272727274,6.799450549450549,2.1128823541069117e-15,2.588280883780967e-14,True,9,9,1.0,high,"6,6,Q06_A,G06_C,1;6,7,Q06_A,G07_D,1;6,8,Q06_A,G08_E,1;7,6,Q07_C,G06_C,1;7,7,Q07_C,G07_D,1;7,8,Q07_C,G08_E,1;8,6,Q08_A,G06_C,1;8,7,Q08_A,G07_D,1;8,8,Q08_A,G08_E,1"
qwen,gemma,7,7,Q07_D,G07_G,55,49,48,56,0.8571428571428571,0.9795918367346939,0.8727272727272727,0.9795918367346939,9.8,4.897959183673469,7.656200831034377e-45,1.8757692036034224e-43,True,9,9,1.0,high,"6,6,Q06_D,G06_E,1;6,7,Q06_D,G07_G,1;6,8,Q06_D,G08_G,1;7,6,Q07_D,G06_E,1;7,7,Q07_D,G07_G,1;7,8,Q07_D,G08_G,1;8,6,Q08_B,G06_E,1;8,7,Q08_B,G07_G,1;8,8,Q08_B,G08_G,1"
qwen,gemma,7,7,Q07_E,G07_C,45,54,38,61,0.6229508196721312,0.8444444444444444,0.8444444444444444,0.7037037037037037,8.836363636363636,4.300411522633745,9.116663514114827e-27,1.489055040638755e-25,True,9,7,0.7777777777777778,high,"6,6,Q06_B,G06_B,1;6,7,Q06_B,G07_C,1;6,8,Q06_B,G08_H,0;7,6,Q07_E,G06_B,1;7,7,Q07_E,G07_C,1;7,8,Q07_E,G08_H,1;8,6,Q08_G,G06_B,1;8,7,Q08_G,G07_C,1;8,8,Q08_G,G08_H,0"
qwen,gemma,7,7,Q07_F,G07_E,43,23,17,49,0.3469387755102041,0.7391304347826086,0.3953488372093023,0.7391304347826086,3.596363636363636,4.726996966632963,4.6478514255408983e-11,4.55489439703008e-10,True,9,6,0.6666666666666666,moderate,"6,6,Q06_F,G06_D,1;6,7,Q06_F,G07_E,1;6,8,Q06_F,G08_A,0;7,6,Q07_F,G06_D,1;7,7,Q07_F,G07_E,1;7,8,Q07_F,G08_A,0;8,6,Q08_C,G06_D,1;8,7,Q08_C,G07_E,1;8,8,Q08_C,G08_A,0"
qwen,gemma,7,7,Q07_G,G07_B,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,9.528184710666463e-06,True,9,9,1.0,high,"6,6,Q06_C,G06_A,1;6,7,Q06_C,G07_B,1;6,8,Q06_C,G08_B,1;7,6,Q07_G,G06_A,1;7,7,Q07_G,G07_B,1;7,8,Q07_G,G08_B,1;8,6,Q08_D,G06_A,1;8,7,Q08_D,G07_B,1;8,8,Q08_D,G08_B,1"
qwen,gemma,7,8,Q07_B,G08_D,93,109,93,109,0.8532110091743119,1.0,1.0,0.8532110091743119,36.86181818181818,2.522935779816514,4.5209592054593794e-57,2.5317371550572525e-55,True,9,9,1.0,high,"6,7,Q06_E,G07_A,1;6,8,Q06_E,G08_D,1;6,9,Q06_E,G09_E,1;7,7,Q07_B,G07_A,1;7,8,Q07_B,G08_D,1;7,9,Q07_B,G09_E,1;8,7,Q08_E,G07_A,1;8,8,Q08_E,G08_D,1;8,9,Q08_E,G09_E,1"
qwen,gemma,7,8,Q07_C,G08_E,28,17,15,30,0.5,0.8823529411764706,0.5357142857142857,0.8823529411764706,1.730909090909091,8.665966386554622,2.293246323843193e-15,4.28072647117396e-14,True,9,8,0.8888888888888888,high,"6,7,Q06_A,G07_D,1;6,8,Q06_A,G08_E,1;6,9,Q06_A,G09_B,1;7,7,Q07_C,G07_D,1;7,8,Q07_C,G08_E,1;7,9,Q07_C,G09_B,0;8,7,Q08_A,G07_D,1;8,8,Q08_A,G08_E,1;8,9,Q08_A,G09_B,1"
qwen,gemma,7,8,Q07_C,G08_F,28,23,12,39,0.3076923076923077,0.5217391304347826,0.42857142857142855,0.5217391304347826,2.341818181818182,5.124223602484472,7.039922819675382e-08,6.570594631697022e-07,True,9,6,0.6666666666666666,moderate,"6,7,Q06_A,G07_F,0;6,8,Q06_A,G08_F,1;6,9,Q06_A,G09_H,1;7,7,Q07_C,G07_F,0;7,8,Q07_C,G08_F,1;7,9,Q07_C,G09_H,1;8,7,Q08_A,G07_F,0;8,8,Q08_A,G08_F,1;8,9,Q08_A,G09_H,1"
qwen,gemma,7,8,Q07_D,G08_C,55,32,25,62,0.4032258064516129,0.78125,0.45454545454545453,0.78125,6.4,3.90625,2.1636668219051206e-14,3.0291335506671686e-13,True,9,9,1.0,high,"6,7,Q06_D,G07_G,1;6,8,Q06_D,G08_C,1;6,9,Q06_D,G09_C,1;7,7,Q07_D,G07_G,1;7,8,Q07_D,G08_C,1;7,9,Q07_D,G09_C,1;8,7,Q08_B,G07_G,1;8,8,Q08_B,G08_C,1;8,9,Q08_B,G09_C,1"
qwen,gemma,7,8,Q07_D,G08_G,55,35,30,60,0.5,0.8571428571428571,0.5454545454545454,0.8571428571428571,7.0,4.285714285714286,5.3675902495179786e-20,1.502925269865034e-18,True,9,9,1.0,high,"6,7,Q06_D,G07_G,1;6,8,Q06_D,G08_G,1;6,9,Q06_D,G09_G,1;7,7,Q07_D,G07_G,1;7,8,Q07_D,G08_G,1;7,9,Q07_D,G09_G,1;8,7,Q08_B,G07_G,1;8,8,Q08_B,G08_G,1;8,9,Q08_B,G09_G,1"
qwen,gemma,7,8,Q07_E,G08_H,45,45,21,69,0.30434782608695654,0.4666666666666667,0.4666666666666667,0.4666666666666667,7.363636363636363,2.851851851851852,8.840921084288009e-08,7.072736867430407e-07,True,9,6,0.6666666666666666,moderate,"6,7,Q06_B,G07_C,1;6,8,Q06_B,G08_H,0;6,9,Q06_B,G09_F,1;7,7,Q07_E,G07_C,1;7,8,Q07_E,G08_H,1;7,9,Q07_E,G09_F,1;8,7,Q08_G,G07_C,1;8,8,Q08_G,G08_H,0;8,9,Q08_G,G09_F,0"
qwen,gemma,7,8,Q07_F,G08_H,43,45,24,64,0.375,0.5581395348837209,0.5581395348837209,0.5333333333333333,7.036363636363636,3.410852713178295,2.8962008462342776e-11,3.243744947782391e-10,True,9,3,0.3333333333333333,isolated,"6,7,Q06_F,G07_C,0;6,8,Q06_F,G08_H,1;6,9,Q06_F,G09_F,0;7,7,Q07_F,G07_C,0;7,8,Q07_F,G08_H,1;7,9,Q07_F,G09_F,0;8,7,Q08_C,G07_C,0;8,8,Q08_C,G08_H,1;8,9,Q08_C,G09_F,0"
qwen,gemma,7,8,Q07_G,G08_B,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,8.167015466285538e-06,True,9,9,1.0,high,"6,7,Q06_C,G07_B,1;6,8,Q06_C,G08_B,1;6,9,Q06_C,G09_A,1;7,7,Q07_G,G07_B,1;7,8,Q07_G,G08_B,1;7,9,Q07_G,G09_A,1;8,7,Q08_D,G07_B,1;8,8,Q08_D,G08_B,1;8,9,Q08_D,G09_A,1"
qwen,gemma,7,9,Q07_B,G09_E,93,106,92,107,0.8598130841121495,0.989247311827957,0.989247311827957,0.8679245283018868,35.847272727272724,2.56644349766687,1.3550774864687282e-56,8.536988164752987e-55,True,9,9,1.0,high,"6,8,Q06_E,G08_D,1;6,9,Q06_E,G09_E,1;6,10,Q06_E,G10_A,1;7,8,Q07_B,G08_D,1;7,9,Q07_B,G09_E,1;7,10,Q07_B,G10_A,1;8,8,Q08_E,G08_D,1;8,9,Q08_E,G09_E,1;8,10,Q08_E,G10_A,1"
qwen,gemma,7,9,Q07_C,G09_H,28,19,13,34,0.38235294117647056,0.6842105263157895,0.4642857142857143,0.6842105263157895,1.9345454545454546,6.719924812030075,1.1785183519222413e-10,1.4849331234220239e-09,True,9,6,0.6666666666666666,moderate,"6,8,Q06_A,G08_F,1;6,9,Q06_A,G09_H,1;6,10,Q06_A,G10_F,0;7,8,Q07_C,G08_F,1;7,9,Q07_C,G09_H,1;7,10,Q07_C,G10_F,0;8,8,Q08_A,G08_F,1;8,9,Q08_A,G09_H,1;8,10,Q08_A,G10_F,0"
qwen,gemma,7,9,Q07_D,G09_C,55,41,36,60,0.6,0.8780487804878049,0.6545454545454545,0.8780487804878049,8.2,4.390243902439025,8.745213229172498e-26,2.754742167189337e-24,True,9,9,1.0,high,"6,8,Q06_D,G08_C,1;6,9,Q06_D,G09_C,1;6,10,Q06_D,G10_B,1;7,8,Q07_D,G08_C,1;7,9,Q07_D,G09_C,1;7,10,Q07_D,G10_B,1;8,8,Q08_B,G08_C,1;8,9,Q08_B,G09_C,1;8,10,Q08_B,G10_B,1"
qwen,gemma,7,9,Q07_D,G09_G,55,22,17,60,0.2833333333333333,0.7727272727272727,0.3090909090909091,0.7727272727272727,4.4,3.8636363636363633,1.6934165275276274e-09,1.7780873539040086e-08,True,9,9,1.0,high,"6,8,Q06_D,G08_G,1;6,9,Q06_D,G09_G,1;6,10,Q06_D,G10_G,1;7,8,Q07_D,G08_G,1;7,9,Q07_D,G09_G,1;7,10,Q07_D,G10_G,1;8,8,Q08_B,G08_G,1;8,9,Q08_B,G09_G,1;8,10,Q08_B,G10_G,1"
qwen,gemma,7,9,Q07_E,G09_F,45,48,27,66,0.4090909090909091,0.6,0.6,0.5625,7.8545454545454545,3.4375,4.384765240080056e-13,9.208007004168117e-12,True,9,5,0.5555555555555556,moderate,"6,8,Q06_B,G08_H,0;6,9,Q06_B,G09_F,1;6,10,Q06_B,G10_E,1;7,8,Q07_E,G08_H,1;7,9,Q07_E,G09_F,1;7,10,Q07_E,G10_E,1;8,8,Q08_G,G08_H,0;8,9,Q08_G,G09_F,0;8,10,Q08_G,G10_E,0"
qwen,gemma,7,9,Q07_F,G09_I,43,19,16,46,0.34782608695652173,0.8421052631578947,0.37209302325581395,0.8421052631578947,2.9709090909090907,5.385556915544676,5.745530663141132e-12,9.049210794447283e-11,True,9,6,0.6666666666666666,moderate,"6,8,Q06_F,G08_A,0;6,9,Q06_F,G09_I,1;6,10,Q06_F,G10_H,1;7,8,Q07_F,G08_A,0;7,9,Q07_F,G09_I,1;7,10,Q07_F,G10_H,1;8,8,Q08_C,G08_A,0;8,9,Q08_C,G09_I,1;8,10,Q08_C,G10_H,1"
qwen,gemma,7,9,Q07_G,G09_A,3,3,2,4,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.03272727272727273,61.11111111111111,0.00023830184414126013,0.0018766270226124235,True,9,9,1.0,high,"6,8,Q06_C,G08_B,1;6,9,Q06_C,G09_A,1;6,10,Q06_C,G10_C,1;7,8,Q07_G,G08_B,1;7,9,Q07_G,G09_A,1;7,10,Q07_G,G10_C,1;8,8,Q08_D,G08_B,1;8,9,Q08_D,G09_A,1;8,10,Q08_D,G10_C,1"
qwen,gemma,7,10,Q07_A,G10_I,8,7,6,9,0.6666666666666666,0.8571428571428571,0.75,0.8571428571428571,0.20363636363636364,29.46428571428571,3.425028364837716e-10,3.4250283648377156e-09,True,6,4,0.6666666666666666,moderate,"6,9,Q06_C,G09_I,0;6,10,Q06_C,G10_I,1;7,9,Q07_A,G09_I,0;7,10,Q07_A,G10_I,1;8,9,Q08_F,G09_I,1;8,10,Q08_F,G10_I,1"
qwen,gemma,7,10,Q07_B,G10_A,93,90,86,97,0.8865979381443299,0.9555555555555556,0.9247311827956989,0.9555555555555556,30.436363636363637,2.825567502986858,2.5448548861647752e-57,1.7813984203153427e-55,True,6,6,1.0,high,"6,9,Q06_E,G09_E,1;6,10,Q06_E,G10_A,1;7,9,Q07_B,G09_E,1;7,10,Q07_B,G10_A,1;8,9,Q08_E,G09_E,1;8,10,Q08_E,G10_A,1"
qwen,gemma,7,10,Q07_C,G10_J,28,22,18,32,0.5625,0.8181818181818182,0.6428571428571429,0.8181818181818182,2.24,8.035714285714285,1.1532320767318819e-17,1.6145249074246345e-16,True,6,5,0.8333333333333334,high,"6,9,Q06_A,G09_B,1;6,10,Q06_A,G10_J,1;7,9,Q07_C,G09_B,0;7,10,Q07_C,G10_J,1;8,9,Q08_A,G09_B,1;8,10,Q08_A,G10_J,1"
qwen,gemma,7,10,Q07_D,G10_B,55,40,34,61,0.5573770491803278,0.85,0.6181818181818182,0.85,8.0,4.25,5.414902414932749e-23,1.2634772301509749e-21,True,6,6,1.0,high,"6,9,Q06_D,G09_C,1;6,10,Q06_D,G10_B,1;7,9,Q07_D,G09_C,1;7,10,Q07_D,G10_B,1;8,9,Q08_B,G09_C,1;8,10,Q08_B,G10_B,1"
qwen,gemma,7,10,Q07_D,G10_G,55,22,20,57,0.3508771929824561,0.9090909090909091,0.36363636363636365,0.9090909090909091,4.4,4.545454545454545,7.110793281130268e-14,8.295925494651979e-13,True,6,6,1.0,high,"6,9,Q06_D,G09_G,1;6,10,Q06_D,G10_G,1;7,9,Q07_D,G09_G,1;7,10,Q07_D,G10_G,1;8,9,Q08_B,G09_G,1;8,10,Q08_B,G10_G,1"
qwen,gemma,7,10,Q07_E,G10_E,45,52,38,59,0.6440677966101694,0.8444444444444444,0.8444444444444444,0.7307692307692307,8.50909090909091,4.465811965811966,8.135147610756166e-28,2.847301663764658e-26,True,6,4,0.6666666666666666,moderate,"6,9,Q06_B,G09_F,1;6,10,Q06_B,G10_E,1;7,9,Q07_E,G09_F,1;7,10,Q07_E,G10_E,1;8,9,Q08_G,G09_F,0;8,10,Q08_G,G10_E,0"
qwen,gemma,7,10,Q07_F,G10_H,43,26,25,44,0.5681818181818182,0.9615384615384616,0.5813953488372093,0.9615384615384616,4.065454545454545,6.149373881932021,7.308213844372484e-23,1.2789374227651848e-21,True,6,6,1.0,high,"6,9,Q06_F,G09_I,1;6,10,Q06_F,G10_H,1;7,9,Q07_F,G09_I,1;7,10,Q07_F,G10_H,1;8,9,Q08_C,G09_I,1;8,10,Q08_C,G10_H,1"
qwen,gemma,7,10,Q07_G,G10_C,3,2,2,3,0.6666666666666666,1.0,0.6666666666666666,1.0,0.02181818181818182,91.66666666666666,7.9628400796284e-05,0.0006193320061933199,True,6,6,1.0,high,"6,9,Q06_C,G09_A,1;6,10,Q06_C,G10_C,1;7,9,Q07_G,G09_A,1;7,10,Q07_G,G10_C,1;8,9,Q08_D,G09_A,1;8,10,Q08_D,G10_C,1"
qwen,gemma,8,4,Q08_A,G04_C,31,67,28,70,0.4,0.9032258064516129,0.9032258064516129,0.417910447761194,7.552727272727273,3.7072701011073663,1.0123288428578068e-16,1.0798174323816605e-15,True,6,3,0.5,moderate,"7,4,Q07_C,G04_C,1;7,5,Q07_C,G05_D,0;8,4,Q08_A,G04_C,1;8,5,Q08_A,G05_D,0;9,4,Q09_A,G04_C,1;9,5,Q09_A,G05_D,0"
qwen,gemma,8,4,Q08_B,G04_A,48,68,46,70,0.6571428571428571,0.9583333333333334,0.9583333333333334,0.6764705882352942,11.86909090909091,3.875612745098039,6.818669458763413e-33,2.1819742268042922e-31,True,6,6,1.0,high,"7,4,Q07_D,G04_A,1;7,5,Q07_D,G05_C,1;8,4,Q08_B,G04_A,1;8,5,Q08_B,G05_C,1;9,4,Q09_H,G04_A,1;9,5,Q09_H,G05_C,1"
qwen,gemma,8,4,Q08_C,G04_C,36,67,30,73,0.410958904109589,0.8333333333333334,0.8333333333333334,0.44776119402985076,8.770909090909091,3.4203980099502487,6.757251316010082e-16,5.405801052808066e-15,True,6,6,1.0,high,"7,4,Q07_F,G04_C,1;7,5,Q07_F,G05_D,1;8,4,Q08_C,G04_C,1;8,5,Q08_C,G05_D,1;9,4,Q09_I,G04_C,1;9,5,Q09_I,G05_D,1"
qwen,gemma,8,4,Q08_D,G04_B,2,4,2,4,0.5,1.0,1.0,0.5,0.02909090909090909,68.75,0.000159256801592568,0.0007280310929945966,True,6,6,1.0,high,"7,4,Q07_G,G04_B,1;7,5,Q07_G,G05_A,1;8,4,Q08_D,G04_B,1;8,5,Q08_D,G05_A,1;9,4,Q09_E,G04_B,1;9,5,Q09_E,G05_A,1"
qwen,gemma,8,4,Q08_E,G04_D,77,136,77,136,0.5661764705882353,1.0,1.0,0.5661764705882353,38.08,2.0220588235294117,5.175511796593831e-31,8.28081887455013e-30,True,6,6,1.0,high,"7,4,Q07_B,G04_D,1;7,5,Q07_B,G05_E,1;8,4,Q08_E,G04_D,1;8,5,Q08_E,G05_E,1;9,4,Q09_B,G04_D,1;9,5,Q09_B,G05_E,1"
qwen,gemma,8,4,Q08_H,G04_D,50,136,46,140,0.32857142857142857,0.92,0.92,0.3382352941176471,24.727272727272727,1.8602941176470589,2.6754237121021868e-12,1.7122711757453994e-11,True,6,4,0.6666666666666666,moderate,"7,4,Q07_E,G04_D,1;7,5,Q07_E,G05_E,0;8,4,Q08_H,G04_D,1;8,5,Q08_H,G05_E,1;9,4,Q09_G,G04_D,1;9,5,Q09_G,G05_E,0"
qwen,gemma,8,5,Q08_B,G05_C,48,53,44,57,0.7719298245614035,0.9166666666666666,0.9166666666666666,0.8301886792452831,9.25090909090909,4.756289308176101,3.478140484623445e-37,1.3912561938493778e-35,True,9,9,1.0,high,"7,4,Q07_D,G04_A,1;7,5,Q07_D,G05_C,1;7,6,Q07_D,G06_E,1;8,4,Q08_B,G04_A,1;8,5,Q08_B,G05_C,1;8,6,Q08_B,G06_E,1;9,4,Q09_H,G04_A,1;9,5,Q09_H,G05_C,1;9,6,Q09_H,G06_E,1"
qwen,gemma,8,5,Q08_C,G05_D,36,40,20,56,0.35714285714285715,0.5555555555555556,0.5555555555555556,0.5,5.236363636363636,3.8194444444444446,2.265497226182649e-10,3.020662968243532e-09,True,9,9,1.0,high,"7,4,Q07_F,G04_C,1;7,5,Q07_F,G05_D,1;7,6,Q07_F,G06_D,1;8,4,Q08_C,G04_C,1;8,5,Q08_C,G05_D,1;8,6,Q08_C,G06_D,1;9,4,Q09_I,G04_C,1;9,5,Q09_I,G05_D,1;9,6,Q09_I,G06_D,1"
qwen,gemma,8,5,Q08_D,G05_A,2,4,2,4,0.5,1.0,1.0,0.5,0.02909090909090909,68.75,0.000159256801592568,0.0009100388662432457,True,9,9,1.0,high,"7,4,Q07_G,G04_B,1;7,5,Q07_G,G05_A,1;7,6,Q07_G,G06_A,1;8,4,Q08_D,G04_B,1;8,5,Q08_D,G05_A,1;8,6,Q08_D,G06_A,1;9,4,Q09_E,G04_B,1;9,5,Q09_E,G05_A,1;9,6,Q09_E,G06_A,1"
qwen,gemma,8,5,Q08_E,G05_E,77,109,74,112,0.6607142857142857,0.961038961038961,0.961038961038961,0.6788990825688074,30.52,2.4246395806028835,9.083716396743154e-36,1.8167432793486308e-34,True,9,9,1.0,high,"7,4,Q07_B,G04_D,1;7,5,Q07_B,G05_E,1;7,6,Q07_B,G06_F,1;8,4,Q08_E,G04_D,1;8,5,Q08_E,G05_E,1;8,6,Q08_E,G06_F,1;9,4,Q09_B,G04_D,1;9,5,Q09_B,G05_E,1;9,6,Q09_B,G06_F,1"
qwen,gemma,8,5,Q08_G,G05_B,28,69,22,75,0.29333333333333333,0.7857142857142857,0.7857142857142857,0.3188405797101449,7.025454545454545,3.131469979296066,3.904056687968619e-10,3.9040566879686196e-09,True,9,6,0.6666666666666666,moderate,"7,4,Q07_E,G04_C,0;7,5,Q07_E,G05_B,1;7,6,Q07_E,G06_B,1;8,4,Q08_G,G04_C,0;8,5,Q08_G,G05_B,1;8,6,Q08_G,G06_B,1;9,4,Q09_D,G04_C,0;9,5,Q09_D,G05_B,1;9,6,Q09_D,G06_B,1"
qwen,gemma,8,5,Q08_H,G05_E,50,109,33,126,0.2619047619047619,0.66,0.66,0.30275229357798167,19.818181818181817,1.6651376146788992,2.9445256784393404e-05,0.00019630171189595602,True,9,5,0.5555555555555556,moderate,"7,4,Q07_E,G04_D,1;7,5,Q07_E,G05_E,0;7,6,Q07_E,G06_F,0;8,4,Q08_H,G04_D,1;8,5,Q08_H,G05_E,1;8,6,Q08_H,G06_F,1;9,4,Q09_G,G04_D,1;9,5,Q09_G,G05_E,0;9,6,Q09_G,G06_F,0"
qwen,gemma,8,6,Q08_A,G06_C,31,22,21,32,0.65625,0.9545454545454546,0.6774193548387096,0.9545454545454546,2.48,8.467741935483872,6.24114894754185e-23,9.98583831606696e-22,True,9,6,0.6666666666666666,moderate,"7,5,Q07_C,G05_D,0;7,6,Q07_C,G06_C,1;7,7,Q07_C,G07_D,1;8,5,Q08_A,G05_D,0;8,6,Q08_A,G06_C,1;8,7,Q08_A,G07_D,1;9,5,Q09_A,G05_D,0;9,6,Q09_A,G06_C,1;9,7,Q09_A,G07_D,1"
qwen,gemma,8,6,Q08_B,G06_E,48,49,44,53,0.8301886792452831,0.9166666666666666,0.9166666666666666,0.8979591836734694,8.552727272727273,5.144557823129252,1.6055346591147078e-40,7.706566363750597e-39,True,9,9,1.0,high,"7,5,Q07_D,G05_C,1;7,6,Q07_D,G06_E,1;7,7,Q07_D,G07_G,1;8,5,Q08_B,G05_C,1;8,6,Q08_B,G06_E,1;8,7,Q08_B,G07_G,1;9,5,Q09_H,G05_C,1;9,6,Q09_H,G06_E,1;9,7,Q09_H,G07_G,1"
qwen,gemma,8,6,Q08_C,G06_D,36,29,23,42,0.5476190476190477,0.7931034482758621,0.6388888888888888,0.7931034482758621,3.7963636363636364,6.0584291187739465,4.225123912621261e-19,5.070148695145513e-18,True,9,9,1.0,high,"7,5,Q07_F,G05_D,1;7,6,Q07_F,G06_D,1;7,7,Q07_F,G07_E,1;8,5,Q08_C,G05_D,1;8,6,Q08_C,G06_D,1;8,7,Q08_C,G07_E,1;9,5,Q09_I,G05_D,1;9,6,Q09_I,G06_D,1;9,7,Q09_I,G07_E,1"
qwen,gemma,8,6,Q08_D,G06_A,2,4,2,4,0.5,1.0,1.0,0.5,0.02909090909090909,68.75,0.000159256801592568,0.0010920466394918947,True,9,9,1.0,high,"7,5,Q07_G,G05_A,1;7,6,Q07_G,G06_A,1;7,7,Q07_G,G07_B,1;8,5,Q08_D,G05_A,1;8,6,Q08_D,G06_A,1;8,7,Q08_D,G07_B,1;9,5,Q09_E,G05_A,1;9,6,Q09_E,G06_A,1;9,7,Q09_E,G07_B,1"
