model_a,model_b,K_a,K_b,profile_a,profile_b,size_a,size_b,intersection_count,union_count,jaccard,overlap_coefficient,p_b_given_a,p_a_given_b,expected_overlap,enrichment_ratio,hypergeom_p,hypergeom_q,strong_edge,valid_neighborhood_cells,supported_neighborhood_cells,persistence_score,persistence_tier,neighborhood_trace
llama,gemma,5,8,L05_A,G08_D,120,109,105,124,0.8467741935483871,0.963302752293578,0.875,0.963302752293578,47.56363636363636,2.2075688073394497,1.4133613107864899e-53,5.65344524314596e-52,True,9,9,1.0,high,"4,7,L04_B,G07_A,1;4,8,L04_B,G08_D,1;4,9,L04_B,G09_E,1;5,7,L05_A,G07_A,1;5,8,L05_A,G08_D,1;5,9,L05_A,G09_E,1;6,7,L06_D,G07_A,1;6,8,L06_D,G08_D,1;6,9,L06_D,G09_E,1"
llama,gemma,5,8,L05_B,G08_C,47,32,20,59,0.3389830508474576,0.625,0.425531914893617,0.625,5.469090909090909,3.6569148936170213,4.839194163672365e-10,3.871355330937892e-09,True,9,8,0.8888888888888888,high,"4,7,L04_A,G07_G,1;4,8,L04_A,G08_C,1;4,9,L04_A,G09_C,1;5,7,L05_B,G07_G,1;5,8,L05_B,G08_C,1;5,9,L05_B,G09_C,1;6,7,L06_A,G07_G,1;6,8,L06_A,G08_C,0;6,9,L06_A,G09_C,1"
llama,gemma,5,8,L05_B,G08_G,47,35,26,56,0.4642857142857143,0.7428571428571429,0.5531914893617021,0.7428571428571429,5.9818181818181815,4.346504559270517,2.108996320192306e-16,4.217992640384612e-15,True,9,8,0.8888888888888888,high,"4,7,L04_A,G07_G,1;4,8,L04_A,G08_G,1;4,9,L04_A,G09_G,1;5,7,L05_B,G07_G,1;5,8,L05_B,G08_G,1;5,9,L05_B,G09_G,1;6,7,L06_A,G07_G,1;6,8,L06_A,G08_G,1;6,9,L06_A,G09_G,0"
llama,gemma,5,8,L05_C,G08_A,42,10,8,44,0.18181818181818182,0.8,0.19047619047619047,0.8,1.5272727272727273,5.238095238095238,5.704983798178417e-06,3.2599907418162384e-05,True,9,9,1.0,high,"4,7,L04_C,G07_E,1;4,8,L04_C,G08_A,1;4,9,L04_C,G09_I,1;5,7,L05_C,G07_E,1;5,8,L05_C,G08_A,1;5,9,L05_C,G09_I,1;6,7,L06_C,G07_E,1;6,8,L06_C,G08_A,1;6,9,L06_C,G09_I,1"
llama,gemma,5,8,L05_C,G08_F,42,23,18,47,0.3829787234042553,0.782608695652174,0.42857142857142855,0.782608695652174,3.5127272727272727,5.124223602484472,1.0429902537384445e-12,1.3906536716512594e-11,True,9,6,0.6666666666666666,moderate,"4,7,L04_C,G07_F,1;4,8,L04_C,G08_F,1;4,9,L04_C,G09_H,1;5,7,L05_C,G07_F,1;5,8,L05_C,G08_F,1;5,9,L05_C,G09_H,1;6,7,L06_C,G07_F,0;6,8,L06_C,G08_F,0;6,9,L06_C,G09_H,0"
llama,gemma,5,8,L05_D,G08_H,63,45,28,80,0.35,0.6222222222222222,0.4444444444444444,0.6222222222222222,10.309090909090909,2.7160493827160495,3.310622320260231e-10,3.310622320260231e-09,True,9,6,0.6666666666666666,moderate,"4,7,L04_C,G07_C,0;4,8,L04_C,G08_H,0;4,9,L04_C,G09_F,0;5,7,L05_D,G07_C,1;5,8,L05_D,G08_H,1;5,9,L05_D,G09_F,1;6,7,L06_E,G07_C,1;6,8,L06_E,G08_H,1;6,9,L06_E,G09_F,1"
llama,gemma,5,8,L05_E,G08_B,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,7.778109967890988e-06,True,9,9,1.0,high,"4,7,L04_D,G07_B,1;4,8,L04_D,G08_B,1;4,9,L04_D,G09_A,1;5,7,L05_E,G07_B,1;5,8,L05_E,G08_B,1;5,9,L05_E,G09_A,1;6,7,L06_F,G07_B,1;6,8,L06_F,G08_B,1;6,9,L06_F,G09_A,1"
llama,gemma,5,9,L05_A,G09_E,120,106,101,125,0.808,0.9528301886792453,0.8416666666666667,0.9528301886792453,46.25454545454546,2.183569182389937,1.9864057789909235e-48,8.938826005459155e-47,True,9,9,1.0,high,"4,8,L04_B,G08_D,1;4,9,L04_B,G09_E,1;4,10,L04_B,G10_A,1;5,8,L05_A,G08_D,1;5,9,L05_A,G09_E,1;5,10,L05_A,G10_A,1;6,8,L06_D,G08_D,1;6,9,L06_D,G09_E,1;6,10,L06_D,G10_A,1"
llama,gemma,5,9,L05_B,G09_C,47,41,30,58,0.5172413793103449,0.7317073170731707,0.6382978723404256,0.7317073170731707,7.007272727272727,4.281266216917489,3.5914471043629994e-19,8.080755984816749e-18,True,9,8,0.8888888888888888,high,"4,8,L04_A,G08_C,1;4,9,L04_A,G09_C,1;4,10,L04_A,G10_B,1;5,8,L05_B,G08_C,1;5,9,L05_B,G09_C,1;5,10,L05_B,G10_B,1;6,8,L06_A,G08_C,0;6,9,L06_A,G09_C,1;6,10,L06_A,G10_B,1"
llama,gemma,5,9,L05_B,G09_G,47,22,16,53,0.3018867924528302,0.7272727272727273,0.3404255319148936,0.7272727272727273,3.76,4.25531914893617,1.6604564078626187e-09,1.4944107670763567e-08,True,9,8,0.8888888888888888,high,"4,8,L04_A,G08_G,1;4,9,L04_A,G09_G,1;4,10,L04_A,G10_G,1;5,8,L05_B,G08_G,1;5,9,L05_B,G09_G,1;5,10,L05_B,G10_G,1;6,8,L06_A,G08_G,1;6,9,L06_A,G09_G,0;6,10,L06_A,G10_G,1"
llama,gemma,5,9,L05_C,G09_H,42,19,14,47,0.2978723404255319,0.7368421052631579,0.3333333333333333,0.7368421052631579,2.901818181818182,4.824561403508772,3.1183055255955485e-09,2.3387291441966614e-08,True,9,6,0.6666666666666666,moderate,"4,8,L04_C,G08_F,1;4,9,L04_C,G09_H,1;4,10,L04_C,G10_F,1;5,8,L05_C,G08_F,1;5,9,L05_C,G09_H,1;5,10,L05_C,G10_F,1;6,8,L06_C,G08_F,0;6,9,L06_C,G09_H,0;6,10,L06_C,G10_F,0"
llama,gemma,5,9,L05_C,G09_I,42,19,16,45,0.35555555555555557,0.8421052631578947,0.38095238095238093,0.8421052631578947,2.901818181818182,5.513784461152882,3.651582816019025e-12,4.596781992828585e-11,True,9,8,0.8888888888888888,high,"4,8,L04_C,G08_A,1;4,9,L04_C,G09_I,1;4,10,L04_C,G10_H,1;5,8,L05_C,G08_A,1;5,9,L05_C,G09_I,1;5,10,L05_C,G10_H,0;6,8,L06_C,G08_A,1;6,9,L06_C,G09_I,1;6,10,L06_C,G10_H,1"
llama,gemma,5,9,L05_D,G09_F,63,48,31,80,0.3875,0.6458333333333334,0.49206349206349204,0.6458333333333334,10.996363636363636,2.8191137566137567,4.086028438069853e-12,4.596781992828585e-11,True,9,4,0.4444444444444444,isolated,"4,8,L04_C,G08_H,0;4,9,L04_C,G09_F,0;4,10,L04_C,G10_E,0;5,8,L05_D,G08_H,1;5,9,L05_D,G09_F,1;5,10,L05_D,G10_E,0;6,8,L06_E,G08_H,1;6,9,L06_E,G09_F,1;6,10,L06_E,G10_E,0"
llama,gemma,5,9,L05_E,G09_A,3,3,2,4,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.03272727272727273,61.11111111111111,0.00023830184414126013,0.0015319404266223864,True,9,9,1.0,high,"4,8,L04_D,G08_B,1;4,9,L04_D,G09_A,1;4,10,L04_D,G10_C,1;5,8,L05_E,G08_B,1;5,9,L05_E,G09_A,1;5,10,L05_E,G10_C,1;6,8,L06_F,G08_B,1;6,9,L06_F,G09_A,1;6,10,L06_F,G10_C,1"
llama,gemma,5,10,L05_A,G10_A,120,90,89,121,0.7355371900826446,0.9888888888888889,0.7416666666666667,0.9888888888888889,39.27272727272727,2.2662037037037037,4.641690484394064e-44,2.3208452421970322e-42,True,6,6,1.0,high,"4,9,L04_B,G09_E,1;4,10,L04_B,G10_A,1;5,9,L05_A,G09_E,1;5,10,L05_A,G10_A,1;6,9,L06_D,G09_E,1;6,10,L06_D,G10_A,1"
llama,gemma,5,10,L05_B,G10_B,47,40,25,62,0.4032258064516129,0.625,0.5319148936170213,0.625,6.836363636363636,3.6569148936170213,7.576578912645186e-13,1.2627631521075309e-11,True,6,6,1.0,high,"4,9,L04_A,G09_C,1;4,10,L04_A,G10_B,1;5,9,L05_B,G09_C,1;5,10,L05_B,G10_B,1;6,9,L06_A,G09_C,1;6,10,L06_A,G10_B,1"
llama,gemma,5,10,L05_B,G10_G,47,22,20,49,0.40816326530612246,0.9090909090909091,0.425531914893617,0.9090909090909091,3.76,5.319148936170213,1.4708204212514916e-15,3.677051053128729e-14,True,6,5,0.8333333333333334,high,"4,9,L04_A,G09_G,1;4,10,L04_A,G10_G,1;5,9,L05_B,G09_G,1;5,10,L05_B,G10_G,1;6,9,L06_A,G09_G,0;6,10,L06_A,G10_G,1"
llama,gemma,5,10,L05_C,G10_F,42,13,12,43,0.27906976744186046,0.9230769230769231,0.2857142857142857,0.9230769230769231,1.9854545454545454,6.043956043956044,4.2011117430465923e-10,5.25138967880824e-09,True,6,4,0.6666666666666666,moderate,"4,9,L04_C,G09_H,1;4,10,L04_C,G10_F,1;5,9,L05_C,G09_H,1;5,10,L05_C,G10_F,1;6,9,L06_C,G09_H,0;6,10,L06_C,G10_F,0"
llama,gemma,5,10,L05_C,G10_I,42,7,7,42,0.16666666666666666,1.0,0.16666666666666666,1.0,1.069090909090909,6.5476190476190474,1.2346544446271452e-06,1.1170899488477464e-05,True,6,6,1.0,high,"4,9,L04_C,G09_I,1;4,10,L04_C,G10_I,1;5,9,L05_C,G09_I,1;5,10,L05_C,G10_I,1;6,9,L06_C,G09_I,1;6,10,L06_C,G10_I,1"
llama,gemma,5,10,L05_E,G10_C,3,2,2,3,0.6666666666666666,1.0,0.6666666666666666,1.0,0.02181818181818182,91.66666666666666,7.9628400796284e-05,0.000497677504976775,True,6,6,1.0,high,"4,9,L04_D,G09_A,1;4,10,L04_D,G10_C,1;5,9,L05_E,G09_A,1;5,10,L05_E,G10_C,1;6,9,L06_F,G09_A,1;6,10,L06_F,G10_C,1"
llama,gemma,6,4,L06_A,G04_A,40,68,40,68,0.5882352941176471,1.0,1.0,0.5882352941176471,9.89090909090909,4.044117647058823,4.2898605437397846e-30,5.147832652487741e-29,True,6,6,1.0,high,"5,4,L05_B,G04_A,1;5,5,L05_B,G05_C,1;6,4,L06_A,G04_A,1;6,5,L06_A,G05_C,1;7,4,L07_F,G04_A,1;7,5,L07_F,G05_C,1"
llama,gemma,6,4,L06_B,G04_C,22,67,20,69,0.2898550724637681,0.9090909090909091,0.9090909090909091,0.29850746268656714,5.36,3.731343283582089,7.339992990034955e-12,4.403995794020973e-11,True,6,5,0.8333333333333334,high,"5,4,L05_C,G04_C,1;5,5,L05_C,G05_D,1;6,4,L06_B,G04_C,1;6,5,L06_B,G05_D,0;7,4,L07_E,G04_C,1;7,5,L07_E,G05_D,1"
llama,gemma,6,4,L06_C,G04_C,28,67,26,69,0.37681159420289856,0.9285714285714286,0.9285714285714286,0.3880597014925373,6.821818181818182,3.8113006396588482,3.7326167998800987e-16,2.986093439904079e-15,True,6,6,1.0,high,"5,4,L05_C,G04_C,1;5,5,L05_C,G05_D,1;6,4,L06_C,G04_C,1;6,5,L06_C,G05_D,1;7,4,L07_B,G04_C,1;7,5,L07_B,G05_D,1"
llama,gemma,6,4,L06_D,G04_D,124,136,118,142,0.8309859154929577,0.9516129032258065,0.9516129032258065,0.8676470588235294,61.32363636363636,1.9242172675521823,1.4187543214343355e-49,3.405010371442405e-48,True,6,6,1.0,high,"5,4,L05_A,G04_D,1;5,5,L05_A,G05_E,1;6,4,L06_D,G04_D,1;6,5,L06_D,G05_E,1;7,4,L07_C,G04_D,1;7,5,L07_C,G05_E,1"
llama,gemma,6,4,L06_F,G04_B,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,5.600239176881512e-06,True,6,6,1.0,high,"5,4,L05_E,G04_B,1;5,5,L05_E,G05_A,1;6,4,L06_F,G04_B,1;6,5,L06_F,G05_A,1;7,4,L07_G,G04_B,1;7,5,L07_G,G05_A,1"
llama,gemma,6,5,L06_A,G05_C,40,53,39,54,0.7222222222222222,0.975,0.975,0.7358490566037735,7.709090909090909,5.058962264150943,2.3000597942910924e-34,3.4500896914366386e-33,True,9,9,1.0,high,"5,4,L05_B,G04_A,1;5,5,L05_B,G05_C,1;5,6,L05_B,G06_E,1;6,4,L06_A,G04_A,1;6,5,L06_A,G05_C,1;6,6,L06_A,G06_E,1;7,4,L07_F,G04_A,1;7,5,L07_F,G05_C,1;7,6,L07_F,G06_E,1"
llama,gemma,6,5,L06_C,G05_D,28,40,24,44,0.5454545454545454,0.8571428571428571,0.8571428571428571,0.6,4.072727272727272,5.892857142857143,4.974821881587131e-20,4.974821881587131e-19,True,9,9,1.0,high,"5,4,L05_C,G04_C,1;5,5,L05_C,G05_D,1;5,6,L05_C,G06_D,1;6,4,L06_C,G04_C,1;6,5,L06_C,G05_D,1;6,6,L06_C,G06_D,1;7,4,L07_B,G04_C,1;7,5,L07_B,G05_D,1;7,6,L07_B,G06_D,1"
llama,gemma,6,5,L06_D,G05_E,124,109,104,129,0.8062015503875969,0.9541284403669725,0.8387096774193549,0.9541284403669725,49.14909090909091,2.116010654039657,4.763929934899257e-48,1.429178980469777e-46,True,9,9,1.0,high,"5,4,L05_A,G04_D,1;5,5,L05_A,G05_E,1;5,6,L05_A,G06_F,1;6,4,L06_D,G04_D,1;6,5,L06_D,G05_E,1;6,6,L06_D,G06_F,1;7,4,L07_C,G04_D,1;7,5,L07_C,G05_E,1;7,6,L07_C,G06_F,1"
llama,gemma,6,5,L06_E,G05_B,58,69,42,85,0.49411764705882355,0.7241379310344828,0.7241379310344828,0.6086956521739131,14.552727272727273,2.886056971514243,1.6510005524952209e-18,1.2382504143714157e-17,True,9,6,0.6666666666666666,moderate,"5,4,L05_D,G04_C,0;5,5,L05_D,G05_B,1;5,6,L05_D,G06_B,1;6,4,L06_E,G04_C,0;6,5,L06_E,G05_B,1;6,6,L06_E,G06_B,1;7,4,L07_A,G04_C,0;7,5,L07_A,G05_B,1;7,6,L07_A,G06_B,1"
llama,gemma,6,5,L06_F,G05_A,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,5.833582475918243e-06,True,9,9,1.0,high,"5,4,L05_E,G04_B,1;5,5,L05_E,G05_A,1;5,6,L05_E,G06_A,1;6,4,L06_F,G04_B,1;6,5,L06_F,G05_A,1;6,6,L06_F,G06_A,1;7,4,L07_G,G04_B,1;7,5,L07_G,G05_A,1;7,6,L07_G,G06_A,1"
llama,gemma,6,6,L06_A,G06_E,40,49,39,50,0.78,0.975,0.975,0.7959183673469388,7.127272727272727,5.471938775510204,8.000488514257311e-37,1.440087932566316e-35,True,9,9,1.0,high,"5,5,L05_B,G05_C,1;5,6,L05_B,G06_E,1;5,7,L05_B,G07_G,1;6,5,L06_A,G05_C,1;6,6,L06_A,G06_E,1;6,7,L06_A,G07_G,1;7,5,L07_F,G05_C,1;7,6,L07_F,G06_E,1;7,7,L07_F,G07_G,1"
llama,gemma,6,6,L06_B,G06_C,22,22,17,27,0.6296296296296297,0.7727272727272727,0.7727272727272727,0.7727272727272727,1.76,9.659090909090908,1.2654505102108384e-18,9.111243673518037e-18,True,9,6,0.6666666666666666,moderate,"5,5,L05_C,G05_D,1;5,6,L05_C,G06_C,0;5,7,L05_C,G07_D,0;6,5,L06_B,G05_D,0;6,6,L06_B,G06_C,1;6,7,L06_B,G07_D,1;7,5,L07_E,G05_D,1;7,6,L07_E,G06_C,1;7,7,L07_E,G07_D,1"
llama,gemma,6,6,L06_C,G06_D,28,29,24,33,0.7272727272727273,0.8571428571428571,0.8571428571428571,0.8275862068965517,2.9527272727272726,8.128078817733991,1.1212645592320628e-25,1.3455174710784755e-24,True,9,8,0.8888888888888888,high,"5,5,L05_C,G05_D,1;5,6,L05_C,G06_D,1;5,7,L05_C,G07_E,1;6,5,L06_C,G05_D,1;6,6,L06_C,G06_D,1;6,7,L06_C,G07_E,1;7,5,L07_B,G05_D,1;7,6,L07_B,G06_D,1;7,7,L07_B,G07_E,0"
llama,gemma,6,6,L06_D,G06_F,124,112,107,129,0.8294573643410853,0.9553571428571429,0.8629032258064516,0.9553571428571429,50.50181818181818,2.118735599078341,8.32051728180873e-51,2.995386221451143e-49,True,9,9,1.0,high,"5,5,L05_A,G05_E,1;5,6,L05_A,G06_F,1;5,7,L05_A,G07_A,1;6,5,L06_D,G05_E,1;6,6,L06_D,G06_F,1;6,7,L06_D,G07_A,1;7,5,L07_C,G05_E,1;7,6,L07_C,G06_F,1;7,7,L07_C,G07_A,1"
llama,gemma,6,6,L06_E,G06_B,58,59,41,76,0.5394736842105263,0.7068965517241379,0.7068965517241379,0.6949152542372882,12.443636363636363,3.294856808883694,2.4286640691855072e-21,2.1857976622669563e-20,True,9,9,1.0,high,"5,5,L05_D,G05_B,1;5,6,L05_D,G06_B,1;5,7,L05_D,G07_C,1;6,5,L06_E,G05_B,1;6,6,L06_E,G06_B,1;6,7,L06_E,G07_C,1;7,5,L07_A,G05_B,1;7,6,L07_A,G06_B,1;7,7,L07_A,G07_C,1"
llama,gemma,6,6,L06_F,G06_A,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,7.000298971101891e-06,True,9,9,1.0,high,"5,5,L05_E,G05_A,1;5,6,L05_E,G06_A,1;5,7,L05_E,G07_B,1;6,5,L06_F,G05_A,1;6,6,L06_F,G06_A,1;6,7,L06_F,G07_B,1;7,5,L07_G,G05_A,1;7,6,L07_G,G06_A,1;7,7,L07_G,G07_B,1"
llama,gemma,6,7,L06_A,G07_G,40,49,39,50,0.78,0.975,0.975,0.7959183673469388,7.127272727272727,5.471938775510204,8.000488514257311e-37,1.6801025879940353e-35,True,9,9,1.0,high,"5,6,L05_B,G06_E,1;5,7,L05_B,G07_G,1;5,8,L05_B,G08_G,1;6,6,L06_A,G06_E,1;6,7,L06_A,G07_G,1;6,8,L06_A,G08_G,1;7,6,L07_F,G06_E,1;7,7,L07_F,G07_G,1;7,8,L07_F,G08_G,1"
llama,gemma,6,7,L06_B,G07_D,22,26,13,35,0.37142857142857144,0.5909090909090909,0.5909090909090909,0.5,2.08,6.25,5.431526578627354e-10,4.5624823260469775e-09,True,9,4,0.4444444444444444,isolated,"5,6,L05_C,G06_C,0;5,7,L05_C,G07_D,0;5,8,L05_C,G08_E,0;6,6,L06_B,G06_C,1;6,7,L06_B,G07_D,1;6,8,L06_B,G08_E,0;7,6,L07_E,G06_C,1;7,7,L07_E,G07_D,1;7,8,L07_E,G08_E,0"
llama,gemma,6,7,L06_C,G07_E,28,23,17,34,0.5,0.7391304347826086,0.6071428571428571,0.7391304347826086,2.341818181818182,7.259316770186335,3.3849651597048106e-15,4.738951223586735e-14,True,9,7,0.7777777777777778,high,"5,6,L05_C,G06_D,1;5,7,L05_C,G07_E,1;5,8,L05_C,G08_A,1;6,6,L06_C,G06_D,1;6,7,L06_C,G07_E,1;6,8,L06_C,G08_A,1;7,6,L07_B,G06_D,1;7,7,L07_B,G07_E,0;7,8,L07_B,G08_A,0"
llama,gemma,6,7,L06_D,G07_A,124,98,96,126,0.7619047619047619,0.9795918367346939,0.7741935483870968,0.9795918367346939,44.18909090909091,2.1724818959842,1.851237355882371e-45,7.775196894705958e-44,True,9,9,1.0,high,"5,6,L05_A,G06_F,1;5,7,L05_A,G07_A,1;5,8,L05_A,G08_D,1;6,6,L06_D,G06_F,1;6,7,L06_D,G07_A,1;6,8,L06_D,G08_D,1;7,6,L07_C,G06_F,1;7,7,L07_C,G07_A,1;7,8,L07_C,G08_D,1"
llama,gemma,6,7,L06_E,G07_C,58,54,30,82,0.36585365853658536,0.5555555555555556,0.5172413793103449,0.5555555555555556,11.389090909090909,2.634099616858238,1.9273065397398196e-10,2.0236718667268105e-09,True,9,9,1.0,high,"5,6,L05_D,G06_B,1;5,7,L05_D,G07_C,1;5,8,L05_D,G08_H,1;6,6,L06_E,G06_B,1;6,7,L06_E,G07_C,1;6,8,L06_E,G08_H,1;7,6,L07_A,G06_B,1;7,7,L07_A,G07_C,1;7,8,L07_A,G08_H,1"
llama,gemma,6,7,L06_F,G07_B,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,8.16701546628554e-06,True,9,9,1.0,high,"5,6,L05_E,G06_A,1;5,7,L05_E,G07_B,1;5,8,L05_E,G08_B,1;6,6,L06_F,G06_A,1;6,7,L06_F,G07_B,1;6,8,L06_F,G08_B,1;7,6,L07_G,G06_A,1;7,7,L07_G,G07_B,1;7,8,L07_G,G08_B,1"
llama,gemma,6,8,L06_A,G08_G,40,35,24,51,0.47058823529411764,0.6857142857142857,0.6,0.6857142857142857,5.090909090909091,4.714285714285714,6.436465585413072e-16,1.5447517404991374e-14,True,9,8,0.8888888888888888,high,"5,7,L05_B,G07_G,1;5,8,L05_B,G08_G,1;5,9,L05_B,G09_G,1;6,7,L06_A,G07_G,1;6,8,L06_A,G08_G,1;6,9,L06_A,G09_G,0;7,7,L07_F,G07_G,1;7,8,L07_F,G08_G,1;7,9,L07_F,G09_G,1"
llama,gemma,6,8,L06_B,G08_F,22,23,12,33,0.36363636363636365,0.5454545454545454,0.5454545454545454,0.5217391304347826,1.84,6.521739130434782,1.9147304986793518e-09,2.4794333639332045e-08,True,9,7,0.7777777777777778,high,"5,7,L05_C,G07_F,1;5,8,L05_C,G08_F,1;5,9,L05_C,G09_H,1;6,7,L06_B,G07_F,0;6,8,L06_B,G08_F,1;6,9,L06_B,G09_H,1;7,7,L07_E,G07_F,0;7,8,L07_E,G08_F,1;7,9,L07_E,G09_H,1"
llama,gemma,6,8,L06_C,G08_A,28,10,9,29,0.3103448275862069,0.9,0.32142857142857145,0.9,1.018181818181818,8.839285714285715,2.9760708285026768e-09,2.8570279953625694e-08,True,9,6,0.6666666666666666,moderate,"5,7,L05_C,G07_E,1;5,8,L05_C,G08_A,1;5,9,L05_C,G09_I,1;6,7,L06_C,G07_E,1;6,8,L06_C,G08_A,1;6,9,L06_C,G09_I,1;7,7,L07_B,G07_E,0;7,8,L07_B,G08_A,0;7,9,L07_B,G09_I,0"
llama,gemma,6,8,L06_D,G08_D,124,109,106,127,0.8346456692913385,0.9724770642201835,0.8548387096774194,0.9724770642201835,49.14909090909091,2.1567031666173424,1.4905896768238905e-52,7.154830448754674e-51,True,9,9,1.0,high,"5,7,L05_A,G07_A,1;5,8,L05_A,G08_D,1;5,9,L05_A,G09_E,1;6,7,L06_D,G07_A,1;6,8,L06_D,G08_D,1;6,9,L06_D,G09_E,1;7,7,L07_C,G07_A,1;7,8,L07_C,G08_D,1;7,9,L07_C,G09_E,1"
llama,gemma,6,8,L06_E,G08_H,58,45,26,77,0.33766233766233766,0.5777777777777777,0.4482758620689655,0.5777777777777777,9.49090909090909,2.739463601532567,2.066194469944337e-09,2.4794333639332045e-08,True,9,9,1.0,high,"5,7,L05_D,G07_C,1;5,8,L05_D,G08_H,1;5,9,L05_D,G09_F,1;6,7,L06_E,G07_C,1;6,8,L06_E,G08_H,1;6,9,L06_E,G09_F,1;7,7,L07_A,G07_C,1;7,8,L07_A,G08_H,1;7,9,L07_A,G09_F,1"
llama,gemma,6,8,L06_F,G08_B,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,8.000341681259303e-06,True,9,9,1.0,high,"5,7,L05_E,G07_B,1;5,8,L05_E,G08_B,1;5,9,L05_E,G09_A,1;6,7,L06_F,G07_B,1;6,8,L06_F,G08_B,1;6,9,L06_F,G09_A,1;7,7,L07_G,G07_B,1;7,8,L07_G,G08_B,1;7,9,L07_G,G09_A,1"
llama,gemma,6,9,L06_A,G09_C,40,41,26,55,0.4727272727272727,0.65,0.65,0.6341463414634146,5.963636363636364,4.359756097560975,3.220491983034474e-16,5.796885569462053e-15,True,9,8,0.8888888888888888,high,"5,8,L05_B,G08_C,1;5,9,L05_B,G09_C,1;5,10,L05_B,G10_B,1;6,8,L06_A,G08_C,0;6,9,L06_A,G09_C,1;6,10,L06_A,G10_B,1;7,8,L07_F,G08_C,1;7,9,L07_F,G09_C,1;7,10,L07_F,G10_B,1"
llama,gemma,6,9,L06_B,G09_H,22,19,13,28,0.4642857142857143,0.6842105263157895,0.5909090909090909,0.6842105263157895,1.52,8.552631578947368,1.7907888452330813e-12,2.41756494106466e-11,True,9,8,0.8888888888888888,high,"5,8,L05_C,G08_F,1;5,9,L05_C,G09_H,1;5,10,L05_C,G10_F,1;6,8,L06_B,G08_F,1;6,9,L06_B,G09_H,1;6,10,L06_B,G10_F,1;7,8,L07_E,G08_F,1;7,9,L07_E,G09_H,1;7,10,L07_E,G10_F,0"
llama,gemma,6,9,L06_C,G09_I,28,19,17,30,0.5666666666666667,0.8947368421052632,0.6071428571428571,0.8947368421052632,1.9345454545454546,8.787593984962406,6.772813624022116e-18,1.8286596784859715e-16,True,9,5,0.5555555555555556,moderate,"5,8,L05_C,G08_A,1;5,9,L05_C,G09_I,1;5,10,L05_C,G10_H,0;6,8,L06_C,G08_A,1;6,9,L06_C,G09_I,1;6,10,L06_C,G10_H,1;7,8,L07_B,G08_A,0;7,9,L07_B,G09_I,0;7,10,L07_B,G10_H,0"
llama,gemma,6,9,L06_D,G09_E,124,106,103,127,0.8110236220472441,0.9716981132075472,0.8306451612903226,0.9716981132075472,47.79636363636364,2.154975654290931,8.144362840257296e-50,4.39795593373894e-48,True,9,9,1.0,high,"5,8,L05_A,G08_D,1;5,9,L05_A,G09_E,1;5,10,L05_A,G10_A,1;6,8,L06_D,G08_D,1;6,9,L06_D,G09_E,1;6,10,L06_D,G10_A,1;7,8,L07_C,G08_D,1;7,9,L07_C,G09_E,1;7,10,L07_C,G10_A,1"
llama,gemma,6,9,L06_E,G09_F,58,48,29,77,0.37662337662337664,0.6041666666666666,0.5,0.6041666666666666,10.123636363636363,2.8645833333333335,2.3696006063484058e-11,2.559168654856278e-10,True,9,6,0.6666666666666666,moderate,"5,8,L05_D,G08_H,1;5,9,L05_D,G09_F,1;5,10,L05_D,G10_E,0;6,8,L06_E,G08_H,1;6,9,L06_E,G09_F,1;6,10,L06_E,G10_E,0;7,8,L07_A,G08_H,1;7,9,L07_A,G09_F,1;7,10,L07_A,G10_E,0"
llama,gemma,6,9,L06_F,G09_A,3,3,2,4,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.03272727272727273,61.11111111111111,0.00023830184414126013,0.0018383285119468638,True,9,9,1.0,high,"5,8,L05_E,G08_B,1;5,9,L05_E,G09_A,1;5,10,L05_E,G10_C,1;6,8,L06_F,G08_B,1;6,9,L06_F,G09_A,1;6,10,L06_F,G10_C,1;7,8,L07_G,G08_B,1;7,9,L07_G,G09_A,1;7,10,L07_G,G10_C,1"
llama,gemma,6,10,L06_A,G10_B,40,40,21,59,0.3559322033898305,0.525,0.525,0.525,5.818181818181818,3.609375,2.6684465814530365e-10,4.0026698721795546e-09,True,6,6,1.0,high,"5,9,L05_B,G09_C,1;5,10,L05_B,G10_B,1;6,9,L06_A,G09_C,1;6,10,L06_A,G10_B,1;7,9,L07_F,G09_C,1;7,10,L07_F,G10_B,1"
llama,gemma,6,10,L06_A,G10_G,40,22,18,44,0.4090909090909091,0.8181818181818182,0.45,0.8181818181818182,3.2,5.625,8.247190102207994e-14,2.474157030662398e-12,True,6,5,0.8333333333333334,high,"5,9,L05_B,G09_G,1;5,10,L05_B,G10_G,1;6,9,L06_A,G09_G,0;6,10,L06_A,G10_G,1;7,9,L07_F,G09_G,1;7,10,L07_F,G10_G,1"
