persona,model,model_label,qwen_reference_cluster,kmeans_top3_cluster,kmeans_top5_cluster,agglomerative_top3_cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile
criminal,llama,Llama-3.3-70B,grounded_social,3,1,6,0.9103558950355957,2.685825815558584,-0.12522162654847466,84.18181818181819,98.0,37.63636363636363
critic,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.13107262392309835,-1.0375077898638554,0.07020374410645383,38.0,6.7272727272727275,51.81818181818182
crystalline,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.0514117645245697,-0.5660204737395261,1.1803273336990128,9.636363636363637,41.27272727272727,97.63636363636364
curator,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.22551971594215736,-0.795446273050759,-0.013998748928342016,42.72727272727273,23.454545454545453,45.27272727272727
cyborg,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.011625882354958409,-1.0360725587827329,0.7632852837942604,34.36363636363637,7.090909090909091,94.0
cynic,llama,Llama-3.3-70B,combative_iconoclast,3,5,6,0.7937726378364858,2.0682445163344125,-0.08307422538304157,74.0,93.63636363636364,40.18181818181818
daredevil,llama,Llama-3.3-70B,combative_iconoclast,3,1,4,0.7728302891371006,1.737694118057547,-0.5034995020186344,71.0909090909091,92.9090909090909,22.727272727272727
debugger,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7664147995889982,-1.0143585847623136,0.5844235616599625,70.36363636363636,8.181818181818182,85.27272727272727
demon,llama,Llama-3.3-70B,mythic_spiritual,2,5,2,-1.8178402356327015,1.1601398630193342,0.7496166547675556,11.454545454545455,86.36363636363636,93.27272727272727
designer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.6703345351394103,-0.8732564461156664,0.1720588787372791,63.81818181818182,17.272727272727273,58.72727272727273
destroyer,llama,Llama-3.3-70B,combative_iconoclast,4,5,1,-0.16072375605791198,-0.2387660662916141,-0.04747764425498727,31.818181818181817,52.90909090909091,43.09090909090909
detective,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.4755571058313239,-0.7797204896552092,0.37786952487082703,56.54545454545455,26.727272727272727,72.18181818181819
devils_advocate,llama,Llama-3.3-70B,combative_iconoclast,4,5,1,0.30165676447846346,-0.19154767194557837,-0.001334141514535892,47.81818181818182,54.36363636363637,46.72727272727273
dilettante,llama,Llama-3.3-70B,grounded_social,0,5,5,0.20557117451267784,0.5263495996524653,-0.12029113416069284,41.63636363636363,75.81818181818181,38.72727272727273
dispatcher,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.8918088291643101,-0.7246244377096137,0.37291006339410726,81.27272727272727,31.09090909090909,71.0909090909091
divorcee,llama,Llama-3.3-70B,grounded_social,0,4,4,1.1851802133659004,0.8088072210167276,-1.2227158893012156,93.63636363636364,82.0,2.727272727272727
doctor,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.8568078955931991,-0.7918841443602267,0.199183833577089,77.63636363636364,23.818181818181817,61.27272727272727
dreamer,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.163182853200097,0.013564266428941518,-0.0528427952766575,7.818181818181818,59.09090909090909,42.36363636363637
echo,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.7159556733682693,0.08191277894430186,0.4008980205502559,2.0,61.63636363636363,74.36363636363636
economist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.6962632480659486,-0.9136521374944441,0.6139815261668623,66.72727272727273,15.090909090909092,86.72727272727273
ecosystem,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.6012387547292962,-0.9762042090501946,0.14388929795981753,23.09090909090909,11.090909090909092,56.54545454545455
editor,llama,Llama-3.3-70B,editorial,1,0,1,0.6662206210329044,-0.7902348406948981,0.20687052311824097,63.45454545454545,24.181818181818183,62.36363636363637
egregore,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-1.5777065645058224,-0.7533053236218435,0.16414078709857807,13.272727272727273,28.181818181818183,58.36363636363637
elder,llama,Llama-3.3-70B,mythic_spiritual,0,4,0,-0.2956328494881746,0.4529002992655845,-1.066932636807053,28.181818181818183,73.63636363636364,5.2727272727272725
eldritch,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-3.754777367988486,0.3226579334490674,1.3853331212714497,0.18181818181818182,71.81818181818181,98.0
emissary,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.24900262929800807,-1.170284057033535,-0.12015729851490486,44.54545454545455,1.2727272727272727,39.09090909090909
empath,llama,Llama-3.3-70B,grounded_social,5,6,0,-0.6520994979051704,-0.345751672757043,-0.8884117675490705,22.0,47.45454545454545,12.181818181818182
engineer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7937398803324012,-0.9794796356737949,0.6782167203587615,73.63636363636364,10.727272727272727,88.54545454545455
entrepreneur,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.9301214628388615,-0.576972028019569,-0.1337957068350511,86.72727272727273,40.18181818181818,37.27272727272727
evaluator,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7868026652823037,-1.2172644938329973,0.5859499634197621,71.81818181818181,0.9090909090909091,85.63636363636364
evangelist,llama,Llama-3.3-70B,grounded_social,0,4,0,0.0130797694268395,0.06039712234793121,-1.0287751247798609,34.72727272727273,60.90909090909091,7.454545454545454
examiner,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7287788137027102,-1.1144592353980831,0.7389406511694337,68.18181818181819,2.0,92.18181818181819
exile,llama,Llama-3.3-70B,mythic_spiritual,5,4,5,-0.9743968111698742,0.9268672989929957,-0.666352489642607,19.09090909090909,84.54545454545455,18.727272727272727
expatriate,llama,Llama-3.3-70B,procedural_professional,0,4,1,0.854083647870641,-0.1434566098027707,-0.46978480410100515,77.27272727272727,54.72727272727273,23.454545454545453
facilitator,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.7906281388681372,-0.917578519419015,-0.023682501612699972,72.9090909090909,14.363636363636363,43.81818181818182
familiar,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.027416468738938,-0.3444299231614947,0.41424775895231725,10.0,47.81818181818182,75.0909090909091
fixer,llama,Llama-3.3-70B,grounded_social,4,1,5,0.22487055472993672,0.458394345136035,0.13673514151735044,42.36363636363637,74.0,56.18181818181818
flaneur,llama,Llama-3.3-70B,grounded_social,5,3,0,-1.1551963505300098,0.21213708710862267,-0.4428096143614196,17.272727272727273,66.0,23.818181818181817
fool,llama,Llama-3.3-70B,trickster_chaos,3,2,6,1.2012117781314933,3.5006876785325964,0.9569469725194003,94.0,98.72727272727273,96.9090909090909
forecaster,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.5982630834017907,-1.1134404421500845,0.5264298011740359,60.54545454545455,2.3636363636363638,82.0
futurist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.36706160747472905,-1.0726462082066348,0.3817177670515853,50.36363636363637,4.909090909090909,72.9090909090909
gamer,llama,Llama-3.3-70B,combative_iconoclast,4,1,5,0.46857160196341774,0.5157532938774329,0.3685044560073438,55.45454545454545,75.45454545454545,69.63636363636364
generalist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.4084629858762734,-1.0034600423411457,0.37663139591293204,52.18181818181818,8.545454545454545,71.81818181818181
genie,llama,Llama-3.3-70B,trickster_chaos,2,3,2,-1.9742435207665696,0.7460396896367397,0.7414922983078855,10.363636363636363,80.18181818181819,92.54545454545455
geographer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.45430533897901265,-0.8843410845829142,0.23363280937979788,54.36363636363637,16.545454545454547,64.54545454545455
ghost,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.714303442607321,0.24348548654496507,0.21214462395401149,2.3636363636363638,67.45454545454545,63.09090909090909
golem,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.434263715110897,0.3586000285132002,0.7135072294482817,5.636363636363637,72.18181818181819,90.72727272727273
gossip,llama,Llama-3.3-70B,trickster_chaos,3,5,6,1.3050734299617182,2.1571721021385577,-0.2815052413316662,96.9090909090909,95.0909090909091,31.454545454545453
grader,llama,Llama-3.3-70B,editorial,1,0,1,0.829497225798434,-0.8369460869430205,0.579848579821219,76.18181818181819,19.818181818181817,84.9090909090909
graduate,llama,Llama-3.3-70B,grounded_social,0,4,4,1.254384855753436,0.2883322833556322,-0.5547137053211658,96.18181818181819,69.63636363636364,21.636363636363637
grandparent,llama,Llama-3.3-70B,grounded_social,0,4,4,0.8971125450901801,1.6564190143457405,-1.1026601167350183,82.36363636363636,92.54545454545455,4.909090909090909
guardian,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.19703203483889692,-0.6375316641915864,-0.25121616914002953,40.90909090909091,36.54545454545455,31.818181818181817
guide,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.4515405280237881,-0.730135896440301,-0.03391799991359554,53.63636363636363,30.0,43.45454545454545
guru,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-1.6727869159192634,-0.27606783401805574,-0.813935665718662,12.909090909090908,50.72727272727273,13.272727272727273
hacker,llama,Llama-3.3-70B,combative_iconoclast,4,1,5,0.4118042090573959,0.3063287862236262,0.2925947436419216,52.54545454545455,70.72727272727273,67.0909090909091
healer,llama,Llama-3.3-70B,procedural_professional,4,6,0,-0.26077558963003433,-0.8102843998415619,-0.7451794186565929,30.0,22.0,16.181818181818183
hedonist,llama,Llama-3.3-70B,grounded_social,0,5,5,-0.42707910574467406,0.8107831137887601,-0.37996676108858646,26.0,82.36363636363636,27.818181818181817
hermit,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-2.1849518574629743,0.7072980016364135,-0.7964331146854308,7.454545454545454,79.0909090909091,14.0
historian,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.08916697960603454,-0.7263363308604898,0.20391941283430715,36.54545454545455,30.727272727272727,62.0
hive,llama,Llama-3.3-70B,procedural_professional,1,0,2,-0.8601345434472684,-0.9433784453219668,0.8260004040699903,19.454545454545453,13.636363636363637,95.0909090909091
hoarder,llama,Llama-3.3-70B,other,3,5,6,0.919687390571511,2.220413934152116,0.5923235860559479,85.63636363636364,95.45454545454545,86.0
homunculus,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.1037063479803897,-0.04576459659496482,0.42367205055694424,8.545454545454545,57.27272727272727,75.81818181818181
hybrid,llama,Llama-3.3-70B,procedural_professional,4,6,1,-0.36208238921671415,-0.6504503232217133,-0.4097182312738959,26.727272727272727,35.45454545454545,25.636363636363637
idealist,llama,Llama-3.3-70B,procedural_professional,0,6,0,-0.3117380536182839,-0.29660540174000866,-1.2553042913048924,27.818181818181817,50.0,2.0
immigrant,llama,Llama-3.3-70B,grounded_social,0,4,0,0.5420323062201673,0.14671926236197735,-0.9626155572357901,58.72727272727273,63.09090909090909,9.636363636363637
improviser,llama,Llama-3.3-70B,grounded_social,3,4,4,0.6777081587366539,1.5038448879968045,-0.6024134733832347,64.54545454545455,90.72727272727273,19.818181818181817
infant,llama,Llama-3.3-70B,other,6,2,3,1.2103539635438902,3.980472439315323,4.310782690030136,94.72727272727273,99.0909090909091,99.81818181818181
influencer,llama,Llama-3.3-70B,combative_iconoclast,0,4,4,1.2057870114334974,0.29346472833160175,-0.5904225004288421,94.36363636363636,70.36363636363636,20.90909090909091
instructor,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.9178372908540942,-0.9079957132420768,0.4470572196710177,84.9090909090909,15.818181818181818,79.0909090909091
interpreter,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.3590844368344528,-1.0223631684917889,0.09258717441264784,49.63636363636363,7.818181818181818,54.0
interviewer,llama,Llama-3.3-70B,editorial,4,0,1,0.8951785913439971,-0.06780466289436379,0.14466907868092563,82.0,56.90909090909091,57.27272727272727
jester,llama,Llama-3.3-70B,trickster_chaos,3,5,5,-0.48222728808196036,2.010214305709162,0.7014633073256862,24.545454545454547,93.27272727272727,90.0
journalist,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.7604009361383077,-0.5978538053833656,0.06780358284058668,69.27272727272727,39.09090909090909,51.09090909090909
judge,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.262872719144445,-0.858598615915579,0.2735582234853439,45.63636363636363,18.727272727272727,66.0
lawyer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7183222665633279,-0.8182821049183625,0.4385637670456507,67.81818181818181,21.636363636363637,78.36363636363636
leviathan,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-3.200904378062875,0.8226294833139786,1.0536405444591597,0.5454545454545454,83.45454545454545,97.27272727272727
librarian,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.6322961435067195,-0.7188366463069364,0.3721300275371426,61.63636363636363,31.818181818181817,70.72727272727273
linguist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.47626834097712173,-0.7462273754638016,0.47830647764421497,56.90909090909091,28.545454545454547,80.9090909090909
loner,llama,Llama-3.3-70B,grounded_social,0,4,5,0.13185415847022325,0.7866358577746402,-0.4175578320921918,38.36363636363637,81.27272727272727,24.545454545454547
luddite,llama,Llama-3.3-70B,grounded_social,3,5,4,-0.11008211767404098,2.1478104821800414,-0.6759811370144614,32.90909090909091,94.72727272727273,18.0
marketer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.9394540343085179,-0.7874048295257448,0.28338092792035324,87.81818181818181,24.90909090909091,66.72727272727273
martyr,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-1.1105974651859898,0.4398182201495889,-1.0593111043593357,17.636363636363637,72.54545454545455,6.363636363636363
mathematician,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.22978510623437098,-0.6777488372413534,0.7443102873432462,43.09090909090909,33.63636363636363,92.9090909090909
maverick,llama,Llama-3.3-70B,combative_iconoclast,0,5,5,0.17332629329718535,0.6628991496100823,-0.668681314564976,39.09090909090909,78.72727272727273,18.363636363636363
mechanic,llama,Llama-3.3-70B,procedural_professional,3,1,4,1.2485024962808833,0.8604850400816793,-0.1840493054487054,95.81818181818181,83.81818181818181,33.63636363636363
mediator,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.6825061058134733,-0.9949020905650724,-0.051816316704362174,65.27272727272727,10.0,42.72727272727273
mentor,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8087782559756803,-0.8783038306796384,-0.0160239000639429,75.0909090909091,16.90909090909091,44.90909090909091
merchant,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.39140156692348244,-0.3775837805913264,-0.0538095255259503,51.45454545454545,46.72727272727273,42.0
minimalist,llama,Llama-3.3-70B,procedural_professional,0,4,0,0.21139465330081192,0.13000664892381572,-1.1043408066155742,42.0,62.72727272727273,4.545454545454546
moderator,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8084458235025062,-0.8402810815375172,0.06864614833443027,74.72727272727273,19.454545454545453,51.45454545454545
musician,llama,Llama-3.3-70B,grounded_social,0,4,5,-0.4438545708386005,0.2767636242169758,-0.6515471835793276,25.272727272727273,68.9090909090909,19.09090909090909
mycorrhizal,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-1.673560025003502,-0.32229587365916496,0.4247753906487902,12.545454545454545,48.90909090909091,76.18181818181819
mystic,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-2.7115588191399262,-0.24767387386097275,-0.8890937790040057,2.727272727272727,52.18181818181818,11.818181818181818
narcissist,llama,Llama-3.3-70B,grounded_social,3,5,5,0.19779526504588418,1.5675225599352587,-0.0060476087084914915,41.27272727272727,91.0909090909091,46.0
narrator,llama,Llama-3.3-70B,mythic_spiritual,5,3,0,-1.4467251299128632,0.2021074975483127,-0.40660354402053683,14.363636363636363,65.63636363636364,26.0
naturalist,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.34992986261584225,-0.5554020600354432,-0.0959713491899523,27.09090909090909,41.63636363636363,39.81818181818182
navigator,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.41921331300482245,-0.711061835659389,0.16313812192180183,52.90909090909091,32.18181818181818,58.0
negotiator,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.7011329498092008,-1.0781285366630566,0.07687314630209605,67.0909090909091,4.545454545454546,52.90909090909091
networker,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.844608579781364,-0.6631298080436556,-0.19694528514454007,76.54545454545455,34.36363636363637,32.90909090909091
newlywed,llama,Llama-3.3-70B,grounded_social,0,4,4,1.3518670990134445,0.5433456973804494,-0.9046264754858735,98.0,76.18181818181819,11.454545454545455
nomad,llama,Llama-3.3-70B,grounded_social,0,4,0,-0.40512059091608404,0.461451012806302,-0.8363762508504952,26.363636363636363,74.36363636363636,12.909090909090908
novelist,llama,Llama-3.3-70B,grounded_social,5,0,5,-0.6384464958392302,-0.2249262292715192,-0.402195710623457,22.363636363636363,53.63636363636363,26.727272727272727
nutritionist,llama,Llama-3.3-70B,editorial,1,0,1,0.8934720585824184,-0.6026521760589971,0.19474667346708988,81.63636363636364,38.72727272727273,60.54545454545455
observer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.3985878704645233,-0.9583995220210212,0.4018253807364914,51.81818181818182,13.272727272727273,74.72727272727273
optimist,llama,Llama-3.3-70B,grounded_social,0,4,0,0.6433401637883941,-0.12162182515341259,-1.0052631791237956,63.09090909090909,55.45454545454545,8.181818181818182
oracle,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.822039490702136,-0.01494362044955212,0.19839523422098138,1.6363636363636365,58.36363636363637,60.90909090909091
organizer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.8981412993484194,-1.0343365479549347,0.5123056779423145,82.72727272727273,7.454545454545454,81.63636363636364
orphan,llama,Llama-3.3-70B,grounded_social,0,4,4,1.0994778915476393,1.1971006950992886,-1.2768844167916917,92.54545454545455,86.72727272727273,1.6363636363636365
pacifist,llama,Llama-3.3-70B,procedural_professional,0,6,0,-0.13978690240747252,-0.6627667877999862,-1.1324525268630992,32.18181818181818,34.72727272727273,3.4545454545454546
paramedic,llama,Llama-3.3-70B,procedural_professional,4,0,1,1.0467247844548935,-0.23956599401526726,-0.09675203672145102,91.45454545454545,52.54545454545455,39.45454545454545
parasite,llama,Llama-3.3-70B,mythic_spiritual,2,1,2,-0.6109769997930244,0.2524955422074057,0.7242113572511505,22.727272727272727,67.81818181818181,91.81818181818181
parent,llama,Llama-3.3-70B,grounded_social,0,4,4,1.3168926239694103,0.5433554238677357,-0.7534805019315782,97.27272727272727,76.54545454545455,15.818181818181818
patient,llama,Llama-3.3-70B,grounded_social,0,4,4,1.3418099740358338,0.8057653370931848,-0.6817275803934391,97.63636363636364,81.63636363636364,17.636363636363637
peacekeeper,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.46875545953820585,-1.070200572532306,-0.32204502827773646,55.81818181818182,5.2727272727272725,30.727272727272727
perfectionist,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.23942874486599539,-0.6094440272837935,0.1895899965527523,43.81818181818182,38.36363636363637,59.81818181818182
pharmacist,llama,Llama-3.3-70B,editorial,1,0,1,0.9047573367972896,-0.6455207826972095,0.2762487203344817,83.45454545454545,35.81818181818182,66.36363636363636
philosopher,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.8182147194182119,-0.9689170677437972,-0.189404102245718,19.818181818181817,12.181818181818182,33.27272727272727
photographer,llama,Llama-3.3-70B,grounded_social,0,4,5,-0.21450544374042552,0.053038510805421074,-0.5933287084097001,31.09090909090909,59.81818181818182,20.181818181818183
physicist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.10862470861511052,-0.7199254137908006,0.6366547517778427,37.27272727272727,31.454545454545453,87.45454545454545
pilgrim,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-2.4473115809912835,0.09012802631575227,-1.2996928220180073,5.2727272727272725,62.0,0.9090909090909091
pilot,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8643321132859849,-0.3263791710408197,0.19206260896703314,78.72727272727273,48.54545454545455,60.18181818181818
pirate,llama,Llama-3.3-70B,trickster_chaos,3,1,6,0.2791085783067441,2.5367664094617384,0.35234388092814223,46.36363636363637,97.63636363636364,68.9090909090909
planner,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.9607536059018317,-1.089593153342843,0.5491905593748888,89.27272727272727,3.8181818181818183,82.72727272727273
playwright,llama,Llama-3.3-70B,grounded_social,4,0,5,-0.08309703413444393,-0.08978148799252361,-0.331184869537421,33.27272727272727,56.18181818181818,30.0
podcaster,llama,Llama-3.3-70B,grounded_social,0,4,0,0.586787295939923,-0.016548965404055295,-0.8109575365579171,60.18181818181818,58.0,13.636363636363637
poet,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.5676636713646217,0.6377312290542204,-0.06727328786802994,4.909090909090909,78.0,41.27272727272727
polymath,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.1784417218607742,-1.1054592147979805,0.501190994055773,39.81818181818182,2.727272727272727,81.27272727272727
pragmatist,llama,Llama-3.3-70B,procedural_professional,4,0,1,1.0867298545844155,-0.42428464096230173,0.14395819373322394,92.18181818181819,46.36363636363637,56.90909090909091
predator,llama,Llama-3.3-70B,mythic_spiritual,2,1,2,-0.7663129188031811,0.48847083470303954,0.8804041169770016,20.90909090909091,75.0909090909091,95.81818181818181
presenter,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8505968356812577,-0.5475923349305141,0.045471034626508824,76.9090909090909,42.0,49.27272727272727
prey,llama,Llama-3.3-70B,grounded_social,3,1,5,0.2309211382269961,1.4482476683924606,0.9526868928672996,43.45454545454545,90.36363636363636,96.54545454545455
prisoner,llama,Llama-3.3-70B,grounded_social,3,1,4,1.2442372455797812,2.3929249893196447,-1.0389596982045857,95.0909090909091,96.54545454545455,7.090909090909091
procrastinator,llama,Llama-3.3-70B,other,3,5,6,1.899557236752291,2.745367830638146,0.7022722059835314,99.0909090909091,98.36363636363636,90.36363636363636
prodigy,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.1910900540346824,-0.9621624206100121,0.370443933162485,40.54545454545455,12.909090909090908,70.0
producer,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8850411175697214,-0.7458913063524815,0.0740368446089317,80.54545454545455,28.90909090909091,52.18181818181818
programmer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7890852679305317,-0.6384174687663667,0.4507467297047625,72.54545454545455,36.18181818181818,79.45454545454545
proofreader,llama,Llama-3.3-70B,editorial,1,0,1,0.701866985933012,-0.6103416456386265,0.425601703455048,67.45454545454545,38.0,76.54545454545455
prophet,llama,Llama-3.3-70B,mythic_spiritual,5,3,2,-2.568229960078694,0.16421208747299343,-0.37336223518386896,4.545454545454546,64.9090909090909,28.181818181818183
provincial,llama,Llama-3.3-70B,grounded_social,3,1,4,0.9157256784074753,2.347204317069378,-0.7818088777455199,84.54545454545455,96.18181818181819,14.363636363636363
provocateur,llama,Llama-3.3-70B,combative_iconoclast,0,5,5,-0.2636962892049277,1.3258073231162713,-0.49682990555403006,29.272727272727273,88.9090909090909,23.09090909090909
psychologist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7629336787738701,-0.9982989404718607,0.4420205084721709,70.0,9.272727272727273,78.72727272727273
publisher,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.7864868136746002,-0.7816166457995075,0.09080614828760115,71.45454545454545,25.636363636363637,53.27272727272727
purist,llama,Llama-3.3-70B,procedural_professional,5,5,5,-0.7562147016308336,0.1605169982889,-0.41719478965117585,21.272727272727273,64.54545454545455,25.272727272727273
realist,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8125115666641062,-0.3351656308890893,0.09989753814041201,75.45454545454545,48.18181818181818,54.72727272727273
rebel,llama,Llama-3.3-70B,combative_iconoclast,0,5,4,0.09771756074061819,1.2663487141652137,-1.1169907506665246,36.90909090909091,87.81818181818181,4.181818181818182
recruiter,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.9847410744032482,-0.7560903670697576,0.12962814312597992,90.0,27.818181818181817,55.81818181818182
refugee,llama,Llama-3.3-70B,grounded_social,0,4,4,0.6944253471549716,0.5811429707231176,-1.0662308492346966,66.0,76.9090909090909,5.636363636363637
reporter,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.7868958382748105,-0.49011844039681185,-0.14124992568661696,72.18181818181819,43.45454545454545,36.54545454545455
researcher,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.766652456213597,-1.0896065876984684,0.6199865146742044,70.72727272727273,3.4545454545454546,87.0909090909091
retiree,llama,Llama-3.3-70B,grounded_social,0,4,4,0.8995617443867742,0.639587900290909,-1.0598460019319191,83.0909090909091,78.36363636363636,6.0
revenant,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.2687709150143633,0.5876980832594031,0.21983493149071376,6.7272727272727275,77.27272727272727,64.18181818181819
reviewer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7584117623595173,-1.1463875555507466,0.5718922460177681,68.9090909090909,1.6363636363636365,83.45454545454545
revolutionary,llama,Llama-3.3-70B,combative_iconoclast,0,5,0,-0.23445591755959638,0.4673052603032264,-1.119943634699157,30.363636363636363,74.72727272727273,3.8181818181818183
robot,llama,Llama-3.3-70B,procedural_professional,1,0,2,0.3628626848662098,-0.6985602342629683,1.6515157160248473,50.0,32.90909090909091,98.72727272727273
rogue,llama,Llama-3.3-70B,trickster_chaos,3,1,5,-0.2290635394376831,1.4424996149794485,0.1868552888267977,30.727272727272727,90.0,59.45454545454545
romantic,llama,Llama-3.3-70B,grounded_social,5,6,0,-1.3882645681291366,0.31975592524003366,-1.3834989257268178,15.090909090909092,71.45454545454545,0.5454545454545454
saboteur,llama,Llama-3.3-70B,combative_iconoclast,1,1,5,0.05779251094348212,0.1505374450229692,0.5570387940747432,36.18181818181818,63.81818181818182,83.0909090909091
sage,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-1.8113073631674463,-0.5055546527790614,-0.7349640580751275,11.818181818181818,43.09090909090909,16.545454545454547
scheduler,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.9089764647146341,-0.8477510226249483,0.4268124598838293,83.81818181818181,19.09090909090909,76.9090909090909
scholar,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.026057791812384795,-1.0653362167642202,0.3948317599393527,35.81818181818182,5.636363636363637,74.0
scientist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.6818080565212883,-0.9747479051449147,0.7190257337021763,64.9090909090909,11.454545454545455,91.0909090909091
scout,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.45156112450876695,-0.4559724772152148,0.15053829996632298,54.0,44.54545454545455,57.63636363636363
screener,llama,Llama-3.3-70B,editorial,1,0,1,0.9234265947958271,-0.8698261491962481,0.5753129342295621,86.0,17.636363636363637,83.81818181818181
secretary,llama,Llama-3.3-70B,editorial,1,0,1,1.016218953085317,-0.70218079490809,0.3880758723487285,90.36363636363636,32.54545454545455,73.63636363636364
shaman,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-2.381243922390056,0.058824884752048744,-1.0246863270432685,6.0,60.54545454545455,7.818181818181818
shapeshifter,llama,Llama-3.3-70B,grounded_social,4,3,2,-0.7870718183429786,-0.0780761907913362,0.12109934605383221,20.545454545454547,56.54545454545455,55.45454545454545
simulacrum,llama,Llama-3.3-70B,mythic_spiritual,2,5,2,-1.2715545922887717,-0.12262189087852013,0.09131502897323303,16.181818181818183,55.09090909090909,53.63636363636363
skeptic,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.5502915325682404,-0.5851766286637614,0.4747122714108733,59.09090909090909,39.81818181818182,80.18181818181819
smuggler,llama,Llama-3.3-70B,grounded_social,3,1,6,0.8064313526287701,2.098854097604951,0.09905255800160798,74.36363636363636,94.36363636363636,54.36363636363637
