census_2002_code,occupation_title,soc_2000_source_code,intermediate_level,intermediate_code,intermediate_title,broad_level,broad_code,broad_title,included_as_occupation,mapping_note
5260,File Clerks,43-4071,2000_SOC_minor_group,43-4000,Information and Record Clerks,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5300,"Hotel, motel, and resort desk clerks",43-4081,2000_SOC_minor_group,43-4000,Information and Record Clerks,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5310,"Interviewers, except eligibility and loan",43-4111,2000_SOC_minor_group,43-4000,Information and Record Clerks,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5320,"Library assistants, clerical",43-4121,2000_SOC_minor_group,43-4000,Information and Record Clerks,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5330,Loan interviewers and clerks,43-4131,2000_SOC_minor_group,43-4000,Information and Record Clerks,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5340,New accounts clerks,43-4141,2000_SOC_minor_group,43-4000,Information and Record Clerks,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5350,Order clerks,43-4151,2000_SOC_minor_group,43-4000,Information and Record Clerks,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5360,"Human resources assistants, except payroll and timekeeping",43-4161,2000_SOC_minor_group,43-4000,Information and Record Clerks,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5400,Receptionists and information clerks,43-4171,2000_SOC_minor_group,43-4000,Information and Record Clerks,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5410,Reservation and transportation ticket agents and travel clerks,43-4181,2000_SOC_minor_group,43-4000,Information and Record Clerks,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5420,"Information and record clerks, all other",43-4199,2000_SOC_minor_group,43-4000,Information and Record Clerks,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5500,Cargo and freight agents,43-5011,2000_SOC_minor_group,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5510,Couriers and messengers,43-5021,2000_SOC_minor_group,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5520,Dispatchers,43-5030,2000_SOC_minor_group,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5530,"Meter readers, utilities",43-5041,2000_SOC_minor_group,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5540,Postal service clerks,43-5051,2000_SOC_minor_group,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5550,Postal service mail carriers,43-5052,2000_SOC_minor_group,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5560,"Postal service mail sorters, processors, and processing machine operators",43-5053,2000_SOC_minor_group,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5600,"Production, planning, and expediting clerks",43-5061,2000_SOC_minor_group,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5610,"Shipping, receiving, and traffic clerks",43-5071,2000_SOC_minor_group,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5620,Stock clerks and order fillers,43-5081,2000_SOC_minor_group,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5630,"Weighers, measurers, checkers, and samplers, recordkeeping",43-5111,2000_SOC_minor_group,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5700,Secretaries and administrative assistants,43-6010,2000_SOC_minor_group,43-6000,Secretaries and Administrative Assistants,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5800,Computer operators,43-9011,2000_SOC_minor_group,43-9000,Other Office and Administrative Support Workers,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5810,Data entry keyers,43-9021,2000_SOC_minor_group,43-9000,Other Office and Administrative Support Workers,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5820,Word processors and typists,43-9022,2000_SOC_minor_group,43-9000,Other Office and Administrative Support Workers,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5830,Desktop publishers,43-9031,2000_SOC_minor_group,43-9000,Other Office and Administrative Support Workers,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5840,Insurance claims and policy processing clerks,43-9041,2000_SOC_minor_group,43-9000,Other Office and Administrative Support Workers,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5850,"Mail clerks and mail machine operators, except postal service",43-9051,2000_SOC_minor_group,43-9000,Other Office and Administrative Support Workers,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5860,"Office clerks, general",43-9061,2000_SOC_minor_group,43-9000,Other Office and Administrative Support Workers,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5900,"Office machine operators, except computer",43-9071,2000_SOC_minor_group,43-9000,Other Office and Administrative Support Workers,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5910,Proofreaders and copy markers,43-9081,2000_SOC_minor_group,43-9000,Other Office and Administrative Support Workers,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5920,Statistical assistants,43-9111,2000_SOC_minor_group,43-9000,Other Office and Administrative Support Workers,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
5930,"Office and administrative support workers, all other",43-9199,2000_SOC_minor_group,43-9000,Other Office and Administrative Support Workers,2000_SOC_major_group,43-0000,Office and Administrative Support Occupations,1,official 2002 Census-to-2000-SOC mapping
6000,"First-line supervisors/managers of farming, fishing, and forestry workers",45-1010,2000_SOC_minor_group,45-1000,"Supervisors, Farming, Fishing, and Forestry Workers",2000_SOC_major_group,45-0000,"Farming, Fishing, and Forestry Occupations",1,official 2002 Census-to-2000-SOC mapping
6010,Agricultural inspectors,45-2011,2000_SOC_minor_group,45-2000,Agricultural Workers,2000_SOC_major_group,45-0000,"Farming, Fishing, and Forestry Occupations",1,official 2002 Census-to-2000-SOC mapping
6020,Animal breeders,45-2021,2000_SOC_minor_group,45-2000,Agricultural Workers,2000_SOC_major_group,45-0000,"Farming, Fishing, and Forestry Occupations",1,official 2002 Census-to-2000-SOC mapping
6040,"Graders and sorters, agricultural products",45-2041,2000_SOC_minor_group,45-2000,Agricultural Workers,2000_SOC_major_group,45-0000,"Farming, Fishing, and Forestry Occupations",1,official 2002 Census-to-2000-SOC mapping
6050,Miscellaneous agricultural workers,45-2090,2000_SOC_minor_group,45-2000,Agricultural Workers,2000_SOC_major_group,45-0000,"Farming, Fishing, and Forestry Occupations",1,official 2002 Census-to-2000-SOC mapping
6100,Fishers and related fishing workers,45-3011,2000_SOC_minor_group,45-3000,Fishing and Hunting Workers,2000_SOC_major_group,45-0000,"Farming, Fishing, and Forestry Occupations",1,official 2002 Census-to-2000-SOC mapping
6110,Hunters and trappers,45-3021,2000_SOC_minor_group,45-3000,Fishing and Hunting Workers,2000_SOC_major_group,45-0000,"Farming, Fishing, and Forestry Occupations",1,official 2002 Census-to-2000-SOC mapping
6120,Forest and conservation workers,45-4011,2000_SOC_minor_group,45-4000,"Forest, Conservation, and Logging Workers",2000_SOC_major_group,45-0000,"Farming, Fishing, and Forestry Occupations",1,official 2002 Census-to-2000-SOC mapping
6130,Logging workers,45-4020,2000_SOC_minor_group,45-4000,"Forest, Conservation, and Logging Workers",2000_SOC_major_group,45-0000,"Farming, Fishing, and Forestry Occupations",1,official 2002 Census-to-2000-SOC mapping
6200,First-line supervisors/managers of construction trades and extraction workers,47-1011,2000_SOC_minor_group,47-1000,"Supervisors, Construction and Extraction Workers",2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6210,Boilermakers,47-2011,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6220,"Brickmasons, blockmasons, and stonemasons",47-2020,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6230,Carpenters,47-2031,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6240,"Carpet, floor, and tile installers and finishers",47-2040,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6250,"Cement masons, concrete finishers, and terrazzo workers",47-2050,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6260,Construction laborers,47-2061,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6300,"Paving, surfacing, and tamping equipment operators",47-2071,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6310,Pile-driver operators,47-2072,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6320,Operating engineers and other construction equipment operators,47-2073,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6330,"Drywall installers, ceiling tile installers, and tapers",47-2080,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6350,Electricians,47-2111,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6360,Glaziers,47-2121,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6400,Insulation workers,47-2130,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6420,"Painters, construction and maintenance",47-2141,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6430,Paperhangers,47-2142,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6440,"Pipelayers, plumbers, pipefitters, and steamfitters",47-2150,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6460,Plasterers and stucco masons,47-2161,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6500,Reinforcing iron and rebar workers,47-2171,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6510,Roofers,47-2181,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6520,Sheet metal workers,47-2211,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6530,Structural iron and steel workers,47-2221,2000_SOC_minor_group,47-2000,Construction Trades Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6600,"Helpers, construction trades",47-3010,2000_SOC_minor_group,47-3000,"Helpers, Construction Trades",2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6660,Construction and building inspectors,47-4011,2000_SOC_minor_group,47-4000,Other Construction and Related Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6700,Elevator installers and repairers,47-4021,2000_SOC_minor_group,47-4000,Other Construction and Related Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6710,Fence erectors,47-4031,2000_SOC_minor_group,47-4000,Other Construction and Related Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6720,Hazardous materials removal workers,47-4041,2000_SOC_minor_group,47-4000,Other Construction and Related Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6730,Highway maintenance workers,47-4051,2000_SOC_minor_group,47-4000,Other Construction and Related Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6740,Rail-track laying and maintenance equipment operators,47-4061,2000_SOC_minor_group,47-4000,Other Construction and Related Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6750,Septic tank servicers and sewer pipe cleaners,47-4071,2000_SOC_minor_group,47-4000,Other Construction and Related Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6760,Miscellaneous construction and related workers,47-4090,2000_SOC_minor_group,47-4000,Other Construction and Related Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6800,"Derrick, rotary drill, and service unit operators, oil, gas, and mining",47-5010,2000_SOC_minor_group,47-5000,Extraction Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6820,"Earth drillers, except oil and gas",47-5021,2000_SOC_minor_group,47-5000,Extraction Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6830,"Explosives workers, ordnance handling experts, and blasters",47-5031,2000_SOC_minor_group,47-5000,Extraction Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6840,Mining machine operators,47-5040,2000_SOC_minor_group,47-5000,Extraction Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6910,"Roof bolters, mining",47-5061,2000_SOC_minor_group,47-5000,Extraction Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6920,"Roustabouts, oil and gas",47-5071,2000_SOC_minor_group,47-5000,Extraction Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6930,Helpers--extraction workers,47-5081,2000_SOC_minor_group,47-5000,Extraction Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
6940,Other extraction workers,47-50XX,2000_SOC_minor_group,47-5000,Extraction Workers,2000_SOC_major_group,47-0000,Construction and Extraction Occupations,1,official 2002 Census-to-2000-SOC mapping
7000,"First-line supervisors/managers of mechanics, installers, and repairers",49-1011,2000_SOC_minor_group,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7010,"Computer, automated teller, and office machine repairers",49-2011,2000_SOC_minor_group,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7020,Radio and telecommunications equipment installers and repairers,49-2020,2000_SOC_minor_group,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7030,Avionics technicians,49-2091,2000_SOC_minor_group,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7040,"Electric motor, power tool, and related repairers",49-2092,2000_SOC_minor_group,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7050,"Electrical and electronics installers and repairers, transportation equipment",49-2093,2000_SOC_minor_group,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7100,"Electrical and electronics repairers, industrial and utility",49-209X,2000_SOC_minor_group,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7110,"Electronic equipment installers and repairers, motor vehicles",49-2096,2000_SOC_minor_group,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7120,Electronic home entertainment equipment installers and repairers,49-2097,2000_SOC_minor_group,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7130,Security and fire alarm systems installers,49-2098,2000_SOC_minor_group,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7140,Aircraft mechanics and service technicians,49-3011,2000_SOC_minor_group,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7150,Automotive body and related repairers,49-3021,2000_SOC_minor_group,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7160,Automotive glass installers and repairers,49-3022,2000_SOC_minor_group,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7200,Automotive service technicians and mechanics,49-3023,2000_SOC_minor_group,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7210,Bus and truck mechanics and diesel engine specialists,49-3031,2000_SOC_minor_group,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7220,Heavy vehicle and mobile equipment service technicians and mechanics,49-3040,2000_SOC_minor_group,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7240,Small engine mechanics,49-3050,2000_SOC_minor_group,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7260,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",49-3090,2000_SOC_minor_group,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7300,Control and valve installers and repairers,49-9010,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7310,"Heating, air conditioning, and refrigeration mechanics and installers",49-9021,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7320,Home appliance repairers,49-9031,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7330,Industrial and refractory machinery mechanics,49-904X,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7340,"Maintenance and repair workers, general",49-9042,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7350,"Maintenance workers, machinery",49-9043,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7360,Millwrights,49-9044,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7410,Electrical power-line installers and repairers,49-9051,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7420,Telecommunications line installers and repairers,49-9052,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7430,Precision instrument and equipment repairers,49-9060,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7510,"Coin, vending, and amusement machine servicers and repairers",49-9091,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7520,Commercial divers,49-9092,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7540,Locksmiths and safe repairers,49-9094,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7550,Manufactured building and mobile home installers,49-9095,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7560,Riggers,49-9096,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7600,Signal and track switch repairers,49-9097,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7610,"Helpers--installation, maintenance, and repair workers",49-9098,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7620,"Other installation, maintenance, and repair workers",49-909X,2000_SOC_minor_group,49-9000,"Other Installation, Maintenance, and Repair Occupations",2000_SOC_major_group,49-0000,"Installation, Maintenance, and Repair Occupations",1,official 2002 Census-to-2000-SOC mapping
7700,First-line supervisors/managers of production and operating workers,51-1011,2000_SOC_minor_group,51-1000,"Supervisors, Production Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7710,"Aircraft structure, surfaces, rigging, and systems assemblers",51-2011,2000_SOC_minor_group,51-2000,Assemblers and Fabricators,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7720,"Electrical, electronics, and electromechanical assemblers",51-2020,2000_SOC_minor_group,51-2000,Assemblers and Fabricators,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7730,Engine and other machine assemblers,51-2031,2000_SOC_minor_group,51-2000,Assemblers and Fabricators,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7740,Structural metal fabricators and fitters,51-2041,2000_SOC_minor_group,51-2000,Assemblers and Fabricators,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7750,Miscellaneous assemblers and fabricators,51-2090,2000_SOC_minor_group,51-2000,Assemblers and Fabricators,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7800,Bakers,51-3011,2000_SOC_minor_group,51-3000,Food Processing Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7810,"Butchers and other meat, poultry, and fish processing workers",51-3020,2000_SOC_minor_group,51-3000,Food Processing Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7830,"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091,2000_SOC_minor_group,51-3000,Food Processing Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
